"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",8,8,1,14,2,2,6,15,9
"2",5,4,13,2,9,17,4,16,11
"3",15,3,3,3,17,9,7,11,5
"4",9,17,12,5,1,12,17,12,6
"5",1,11,17,4,4,8,8,8,16
"6",14,16,5,18,6,18,9,10,13
"7",12,15,16,7,13,3,10,17,3
"8",18,7,18,12,11,16,16,7,8
"9",7,9,2,6,14,15,12,4,18
"10",11,1,6,11,5,10,15,18,15
"11",4,5,10,9,16,1,18,9,14
"12",17,10,11,16,12,5,2,13,17
"13",16,13,7,1,8,4,14,2,10
"14",3,18,4,10,10,7,1,6,7
"15",10,14,15,13,18,11,5,1,12
"16",6,2,14,17,7,6,11,3,4
"17",2,12,8,15,15,13,13,14,2
"18",13,6,9,8,3,14,3,5,1
