"","V1","V2","V3"
"1",1,12,7
"2",5,9,1
"3",3,4,4
"4",11,2,2
"5",4,14,15
"6",13,7,6
"7",2,6,12
"8",14,13,3
"9",15,3,14
"10",10,11,13
"11",16,10,9
"12",8,8,16
"13",9,5,8
"14",7,16,5
"15",6,1,10
"16",12,15,11
