"","V1","V2","V3"
"1",15,15,21
"2",5,20,25
"3",16,6,6
"4",19,21,2
"5",3,25,14
"6",13,3,24
"7",20,12,26
"8",1,14,10
"9",26,19,11
"10",6,17,7
"11",22,16,15
"12",7,11,18
"13",9,23,5
"14",24,10,4
"15",10,9,12
"16",14,26,9
"17",18,8,13
"18",17,22,17
"19",25,5,19
"20",23,24,23
"21",8,1,16
"22",11,18,20
"23",4,4,3
"24",12,13,1
"25",2,7,22
"26",21,2,8
