"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",3,3,7,2,3,15,14,7,6,4,10,15,7,13
"2",10,10,9,15,8,17,15,16,11,2,17,2,15,4
"3",15,12,5,4,12,14,3,4,17,8,13,16,12,5
"4",18,6,3,6,16,11,18,18,13,11,8,9,2,11
"5",7,8,13,10,17,5,6,2,12,1,18,11,1,12
"6",13,4,12,18,10,2,11,13,15,6,4,17,11,16
"7",16,17,1,12,5,6,10,8,8,3,2,10,4,2
"8",14,9,8,14,9,16,5,3,1,13,6,3,5,17
"9",17,1,18,11,1,8,2,11,5,9,12,7,17,10
"10",9,5,15,7,18,18,9,9,7,16,1,12,13,1
"11",8,11,2,5,7,3,8,15,2,15,16,13,14,14
"12",1,2,4,17,13,7,12,5,9,18,14,6,9,6
"13",6,13,10,13,2,9,17,1,14,14,5,14,18,9
"14",11,18,17,8,6,13,13,10,18,17,15,8,8,18
"15",2,16,6,9,15,10,1,12,10,5,3,5,16,15
"16",12,14,14,1,14,1,16,6,3,7,9,1,10,8
"17",5,7,11,3,4,4,4,14,16,12,7,4,6,3
"18",4,15,16,16,11,12,7,17,4,10,11,18,3,7
