"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",16,13,22,3,18,10,19,15,20,7,2,22,17,20,8,16,6,13
"2",10,10,5,21,9,4,18,20,16,3,7,8,2,4,2,12,9,7
"3",17,14,8,20,22,21,14,21,9,10,9,4,18,16,22,17,20,16
"4",8,22,21,15,12,18,21,10,1,5,4,1,13,11,18,6,11,3
"5",13,15,9,1,2,7,13,1,21,13,3,3,7,9,12,2,18,19
"6",14,11,23,23,8,11,7,22,11,14,23,23,8,14,14,1,21,6
"7",3,17,13,4,16,6,9,19,6,15,15,5,6,21,13,19,2,4
"8",22,6,2,19,11,14,10,9,7,21,1,14,5,22,16,8,5,15
"9",23,23,12,16,15,3,6,12,22,4,21,13,9,10,17,22,14,22
"10",18,9,1,2,1,13,5,11,3,1,22,6,23,13,9,13,12,10
"11",11,16,6,17,5,8,22,3,10,16,14,21,21,8,21,21,4,11
"12",9,19,7,11,20,22,3,2,12,6,16,19,3,19,4,4,10,12
"13",2,12,16,22,17,15,8,5,19,19,20,2,19,2,10,10,7,14
"14",4,4,11,18,3,17,12,8,23,8,13,15,14,23,6,18,19,1
"15",7,2,17,12,6,1,2,17,14,9,8,9,20,18,20,7,8,20
"16",12,5,20,8,7,23,23,14,15,22,18,7,1,15,11,23,13,17
"17",6,20,3,7,10,20,4,18,18,20,6,18,16,6,15,15,16,8
"18",19,1,10,6,21,16,17,13,17,12,19,12,11,5,23,3,3,2
"19",1,7,15,5,14,12,15,7,8,2,10,20,4,3,19,14,23,18
"20",5,8,4,14,19,5,20,16,2,18,17,17,15,12,7,5,17,21
"21",15,3,19,13,23,9,1,4,4,17,5,10,10,7,5,20,15,9
"22",20,18,18,10,4,19,11,23,5,11,12,16,12,1,3,11,1,23
"23",21,21,14,9,13,2,16,6,13,23,11,11,22,17,1,9,22,5
