"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,10,5,6,2,5,8,12,14,3,5,10
"2",4,8,9,3,4,4,14,6,5,10,14,2
"3",9,2,8,1,7,2,5,1,9,7,3,14
"4",6,14,7,14,6,14,6,7,10,9,1,1
"5",8,13,6,10,10,1,9,10,1,14,8,13
"6",3,9,10,2,13,13,1,9,7,5,10,11
"7",14,11,14,5,8,11,12,4,13,11,7,9
"8",12,7,12,11,9,3,4,11,11,4,12,3
"9",2,3,3,9,12,7,7,2,12,13,11,6
"10",10,12,1,7,5,9,3,3,2,2,9,5
"11",7,1,11,8,1,10,2,14,4,12,6,7
"12",5,5,13,13,11,6,11,5,3,1,4,8
"13",13,6,2,4,14,8,10,13,6,8,2,4
"14",11,4,4,12,3,12,13,8,8,6,13,12
