"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",15,2,19,19,24,1,16,9,18,16
"2",24,11,16,17,5,25,13,5,4,19
"3",7,12,12,7,23,18,4,3,10,24
"4",21,5,11,24,17,19,23,13,11,3
"5",22,18,23,14,16,5,5,2,14,6
"6",3,21,15,3,3,2,7,12,12,18
"7",12,20,14,21,19,24,2,21,23,13
"8",6,3,24,22,7,13,3,14,5,11
"9",13,4,5,5,4,6,18,4,8,7
"10",16,14,3,23,15,3,11,20,6,23
"11",19,7,20,4,20,11,9,23,3,14
"12",11,9,22,15,1,15,22,19,16,25
"13",2,15,21,11,21,23,21,10,7,8
"14",4,16,10,25,9,12,20,1,21,15
"15",25,19,4,2,25,14,19,16,13,12
"16",23,6,8,12,10,10,1,11,22,22
"17",10,22,7,13,18,8,24,7,2,20
"18",14,17,9,8,8,21,6,18,1,4
"19",1,10,6,16,22,7,8,17,19,5
"20",18,23,2,20,2,17,10,8,17,9
"21",9,8,17,1,14,16,12,6,25,1
"22",8,25,18,18,11,9,15,25,9,2
"23",17,24,25,6,13,20,17,15,20,21
"24",20,13,13,9,6,4,25,22,24,10
"25",5,1,1,10,12,22,14,24,15,17
