"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",11,2,12,17,27,5,7,3,5,16,18,4,16,6,12,21,5,26
"2",3,10,22,23,18,20,5,27,18,21,5,23,15,3,26,19,10,13
"3",17,19,3,25,23,9,3,13,13,27,14,9,27,23,28,7,16,21
"4",19,4,5,14,13,28,10,20,26,4,22,2,19,10,25,4,14,11
"5",2,23,23,8,21,10,22,14,11,5,24,8,28,4,4,18,13,12
"6",6,7,7,7,22,21,13,15,25,25,21,22,5,21,7,25,17,22
"7",22,24,17,2,16,19,6,4,21,6,6,5,17,26,10,15,22,24
"8",20,15,26,28,10,17,15,11,22,26,12,1,21,12,6,26,2,7
"9",15,21,6,15,17,2,26,21,8,22,4,27,18,28,5,14,6,10
"10",5,14,25,18,12,13,24,10,20,3,17,19,6,27,22,6,4,27
"11",28,12,4,12,7,12,23,24,19,17,8,16,26,1,13,22,21,28
"12",7,26,11,9,1,8,11,28,28,14,9,11,13,14,8,2,1,18
"13",26,22,24,19,26,6,9,23,23,18,20,15,2,16,11,12,24,4
"14",9,6,16,1,15,4,25,18,17,28,11,6,8,7,19,8,20,1
"15",10,8,9,21,25,23,21,5,24,9,2,13,25,19,14,10,8,3
"16",27,5,14,27,19,11,12,12,1,2,7,21,9,9,1,5,18,15
"17",25,1,21,6,2,7,17,8,16,20,23,24,24,20,24,13,9,16
"18",12,16,27,4,24,24,16,22,4,13,13,28,22,11,17,3,23,25
"19",18,9,28,10,9,1,1,17,10,7,1,14,3,18,16,28,12,20
"20",21,28,15,22,8,26,20,16,7,24,25,12,4,5,15,9,7,23
"21",4,11,18,13,11,14,2,1,9,23,28,17,20,17,9,1,28,8
"22",1,17,1,16,3,16,18,9,3,19,3,3,1,15,23,16,25,14
"23",16,18,2,5,6,22,4,7,15,11,16,25,7,2,2,11,11,5
"24",24,25,19,11,28,27,28,2,12,15,10,18,11,13,27,27,15,9
"25",13,3,20,24,5,25,27,25,14,12,19,7,12,25,3,17,26,17
"26",14,20,10,26,14,3,19,6,27,8,26,26,14,8,20,23,27,19
"27",23,13,8,3,20,15,14,26,2,10,27,10,10,24,21,20,3,6
"28",8,27,13,20,4,18,8,19,6,1,15,20,23,22,18,24,19,2
