"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",17,15,15,13,7,13,17,11,14,12,18,3,14,17
"2",4,13,11,19,9,4,2,15,17,5,4,10,11,18
"3",6,11,16,12,8,5,16,18,2,18,8,16,2,9
"4",10,4,4,17,13,2,15,6,6,8,16,6,4,16
"5",19,9,12,16,14,12,13,2,4,4,5,15,15,6
"6",13,5,14,3,17,7,10,16,9,17,3,5,17,15
"7",12,3,2,15,6,6,5,14,13,11,12,18,16,3
"8",1,1,18,9,19,10,18,10,15,3,10,9,9,1
"9",8,6,17,14,4,19,6,5,11,9,2,4,3,8
"10",9,19,1,5,11,18,19,12,10,7,1,17,10,14
"11",11,18,19,8,2,1,9,8,7,1,13,12,18,11
"12",2,16,3,10,15,9,3,7,1,13,7,2,13,7
"13",15,14,7,4,5,3,14,4,16,15,6,8,7,4
"14",5,8,8,2,3,15,12,17,3,6,17,7,12,5
"15",16,2,9,7,1,14,1,9,5,14,9,14,8,19
"16",18,10,5,6,12,11,7,19,18,2,11,1,1,10
"17",7,12,13,1,16,8,4,1,12,10,19,19,6,12
"18",3,7,6,11,10,16,11,3,19,19,14,13,19,13
"19",14,17,10,18,18,17,8,13,8,16,15,11,5,2
