"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1,19,15,12,12,11,10,1,13,1,10,24,1,1,8,1,9,16
"2",24,20,1,11,24,14,7,14,14,24,18,1,13,21,14,2,7,12
"3",20,13,6,20,14,24,11,22,9,5,9,4,2,13,19,24,20,15
"4",4,16,3,6,21,15,23,10,4,7,17,14,17,4,17,16,19,20
"5",21,17,12,5,17,6,19,4,17,21,5,8,9,6,5,21,17,8
"6",14,14,22,4,6,12,12,13,24,6,23,3,20,12,1,19,8,24
"7",22,15,21,19,5,10,5,15,6,19,13,20,21,2,15,13,24,6
"8",18,11,7,1,13,22,16,9,5,10,8,19,22,18,3,6,3,7
"9",10,7,24,9,19,21,8,2,12,15,24,23,14,16,21,23,15,9
"10",13,24,13,24,23,8,13,12,18,2,4,16,23,17,24,15,13,1
"11",9,5,23,13,20,1,17,21,8,9,2,2,15,3,13,5,10,10
"12",11,22,4,18,3,2,18,17,7,12,19,22,6,19,4,20,12,11
"13",2,1,8,7,10,9,1,20,11,18,7,13,24,20,9,22,14,17
"14",15,12,20,10,16,7,24,24,20,17,12,18,3,23,18,14,1,19
"15",7,10,5,2,8,3,6,11,21,11,14,7,5,15,20,4,22,5
"16",5,18,19,17,1,19,21,5,16,14,6,5,18,24,12,9,21,14
"17",16,4,2,14,2,16,4,6,22,8,1,17,11,7,16,18,4,13
"18",23,2,14,8,4,18,22,19,15,3,21,15,7,10,11,8,16,3
"19",19,8,17,15,18,4,3,7,1,4,16,10,10,22,6,11,18,21
"20",6,21,11,16,15,23,2,23,19,13,20,9,16,5,7,12,2,4
"21",12,23,16,3,7,20,9,18,2,22,3,12,8,9,23,10,11,22
"22",17,9,9,21,9,5,20,3,10,16,22,11,19,8,22,3,6,18
"23",3,3,18,23,11,13,15,8,3,23,15,6,4,14,10,17,5,2
"24",8,6,10,22,22,17,14,16,23,20,11,21,12,11,2,7,23,23
