"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",7,3,6,15,16,18,19,21,7,19,15,3,11,18,13,2,1,4,11,15
"2",18,4,20,16,9,19,22,3,19,16,7,11,15,22,9,18,20,11,19,16
"3",13,10,22,20,10,16,3,2,13,18,22,15,5,3,19,11,5,3,7,8
"4",14,18,19,8,11,7,23,20,5,1,17,14,8,23,21,21,11,15,12,3
"5",3,19,18,13,20,13,18,12,3,20,4,9,1,9,2,10,19,10,5,5
"6",22,7,15,10,2,10,17,16,22,21,16,12,22,7,16,3,14,20,1,10
"7",17,22,3,3,7,17,20,7,15,7,8,13,3,5,7,6,2,17,15,12
"8",21,6,8,6,12,22,4,11,4,12,20,8,7,13,1,20,10,19,4,21
"9",4,21,13,22,5,5,13,8,10,22,14,16,17,17,5,19,4,21,10,18
"10",8,9,17,21,3,20,5,19,1,5,6,19,10,11,10,4,13,18,21,9
"11",12,16,21,9,22,23,11,15,16,10,1,23,19,19,15,9,3,12,2,20
"12",16,13,5,17,4,2,16,4,2,6,3,5,14,8,18,15,12,6,3,17
"13",9,2,2,7,6,3,10,17,17,14,10,21,4,21,6,14,15,5,6,7
"14",1,8,14,11,13,9,14,14,23,4,11,10,2,6,14,23,6,1,23,23
"15",10,12,1,18,23,11,21,13,14,13,23,20,9,10,23,12,23,23,17,22
"16",23,23,9,2,15,12,1,18,9,23,5,17,13,12,17,16,16,2,20,14
"17",2,20,7,12,1,21,6,9,18,8,21,7,21,16,20,13,17,9,14,6
"18",19,17,12,23,18,4,2,10,21,3,12,1,6,20,11,1,18,13,8,13
"19",6,5,16,4,14,1,8,6,12,15,2,2,12,14,22,8,8,22,18,4
"20",15,14,4,19,21,14,7,22,20,17,9,6,18,4,8,22,9,16,13,2
"21",5,1,11,1,19,15,12,1,6,2,13,18,23,2,12,17,22,14,9,11
"22",11,15,23,5,8,6,9,23,11,11,18,4,16,1,4,7,21,8,16,19
"23",20,11,10,14,17,8,15,5,8,9,19,22,20,15,3,5,7,7,22,1
