"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",7,8,17,21,24,24,14,2,10,15,23,18,9,20
"2",16,18,24,8,8,23,3,21,8,8,17,12,18,24
"3",21,4,7,24,11,15,11,10,2,21,9,15,25,21
"4",5,16,4,22,1,13,2,18,15,11,7,3,8,19
"5",17,7,8,17,21,9,4,4,24,7,10,13,2,6
"6",3,21,19,16,10,20,9,3,22,19,1,10,16,10
"7",24,23,16,7,25,16,8,14,5,14,8,5,10,2
"8",12,13,1,11,19,4,24,5,7,9,2,9,15,25
"9",13,10,15,20,5,2,6,22,11,16,3,21,21,4
"10",9,17,23,3,23,7,13,16,19,4,5,17,24,16
"11",15,11,18,5,13,1,7,7,20,22,16,2,7,22
"12",10,5,3,9,9,25,15,19,21,2,12,19,11,3
"13",4,6,21,14,20,10,20,20,4,23,13,4,19,7
"14",2,25,12,10,7,6,16,12,9,25,11,20,1,18
"15",11,15,25,25,12,14,25,15,18,20,20,14,3,1
"16",1,2,13,1,16,12,1,9,6,10,19,25,13,9
"17",20,3,10,2,15,21,19,23,14,18,4,8,4,15
"18",23,22,14,19,18,11,22,25,23,12,14,24,12,23
"19",25,1,20,18,6,5,12,13,16,1,25,7,14,14
"20",19,12,22,13,3,18,21,6,3,6,6,23,6,12
"21",6,9,9,6,4,17,23,11,25,13,21,6,22,17
"22",8,20,6,15,14,3,10,24,1,5,22,11,5,11
"23",18,14,2,12,22,19,5,17,17,24,24,22,20,13
"24",22,19,5,4,2,8,17,1,13,17,18,16,17,5
"25",14,24,11,23,17,22,18,8,12,3,15,1,23,8
