"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",13,2,12,17,16,20,22,23,15,7
"2",22,18,14,23,14,14,9,17,21,21
"3",14,21,17,16,17,1,1,12,4,13
"4",17,10,23,19,20,19,13,4,9,19
"5",12,12,20,4,21,5,8,9,23,5
"6",19,7,1,10,10,22,18,11,22,14
"7",18,19,19,7,3,12,19,21,6,15
"8",23,14,11,13,12,3,21,3,8,1
"9",7,22,22,11,11,21,6,18,13,2
"10",1,11,10,6,19,15,3,20,17,18
"11",21,3,16,3,6,16,2,6,12,11
"12",10,17,4,2,18,17,16,15,5,4
"13",8,20,7,20,23,11,20,7,18,12
"14",5,8,15,1,13,8,23,13,11,23
"15",20,5,8,9,22,7,11,19,2,9
"16",4,16,13,8,1,18,12,1,20,8
"17",15,23,5,5,8,6,14,5,14,20
"18",3,15,2,18,7,4,10,22,10,10
"19",11,13,9,15,4,23,7,10,1,22
"20",6,1,3,12,15,10,5,2,7,16
"21",2,6,18,22,9,13,17,8,3,6
"22",9,4,21,14,5,2,15,16,19,17
"23",16,9,6,21,2,9,4,14,16,3
