"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",20,22,5,7,16,20,19,4,24,24,19,6,6,22,7,10
"2",21,17,7,8,15,5,21,26,10,3,11,18,26,2,23,9
"3",5,12,23,14,13,10,11,18,27,10,24,1,28,25,14,1
"4",7,5,24,19,5,3,18,17,2,1,17,23,7,14,6,13
"5",2,18,10,22,10,4,22,7,11,20,28,8,12,19,26,20
"6",6,28,2,15,23,11,28,14,20,17,16,21,23,7,5,24
"7",10,16,27,6,12,13,5,27,4,23,20,9,17,6,8,26
"8",22,2,17,12,8,24,27,10,6,8,12,3,20,24,12,22
"9",8,6,9,18,18,15,7,9,25,2,6,4,10,4,22,21
"10",28,13,11,13,11,28,17,28,28,13,7,28,11,16,1,19
"11",24,11,6,5,25,16,8,15,7,9,25,22,3,20,19,25
"12",25,14,3,26,26,9,16,6,3,11,3,10,16,11,10,3
"13",14,26,22,10,20,6,2,3,12,5,8,13,13,27,2,18
"14",27,27,20,20,21,22,10,19,1,18,18,5,24,15,27,14
"15",9,23,14,16,19,14,25,23,5,26,5,25,9,26,18,4
"16",16,10,28,21,14,19,20,5,16,22,1,24,27,13,21,28
"17",1,21,25,4,28,26,23,16,22,6,10,11,15,12,20,12
"18",15,7,19,24,24,17,24,25,15,12,27,7,4,8,3,8
"19",13,3,1,11,9,25,1,21,13,21,15,12,8,10,25,2
"20",23,19,26,25,4,12,6,13,21,15,9,20,5,23,24,7
"21",12,20,4,27,3,21,15,24,19,4,22,14,18,28,16,27
"22",3,8,8,3,2,18,9,12,8,19,4,16,25,18,4,11
"23",19,4,12,23,27,2,3,22,23,25,13,17,22,21,11,17
"24",17,25,15,1,6,1,13,20,17,16,2,2,2,9,15,23
"25",4,15,18,28,17,27,12,2,9,28,14,19,1,1,13,16
"26",26,9,21,9,1,8,26,11,26,27,23,15,14,3,17,15
"27",18,24,13,17,7,23,4,8,14,7,26,26,21,5,9,5
"28",11,1,16,2,22,7,14,1,18,14,21,27,19,17,28,6
