"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1,13,9,10,4,8,14,20,17,10,17,11,6,2,15,19,1,6
"2",5,19,3,6,20,18,15,11,15,1,10,17,13,8,20,7,10,13
"3",2,1,12,9,12,5,9,19,3,3,4,9,20,9,10,2,20,10
"4",6,17,13,4,3,11,6,15,8,19,15,16,17,18,9,16,14,17
"5",7,3,20,14,18,6,1,8,12,8,16,15,3,5,11,13,13,20
"6",19,8,15,18,15,2,11,16,18,17,12,12,14,13,18,4,5,16
"7",12,7,8,17,17,16,20,17,4,14,8,20,7,11,5,20,16,12
"8",11,10,14,19,5,17,2,5,16,4,9,3,15,15,16,18,17,9
"9",10,6,2,1,11,4,4,6,6,13,5,14,11,14,19,17,3,4
"10",8,14,18,20,6,7,17,10,9,7,2,18,8,20,8,5,9,1
"11",18,5,11,2,2,20,18,9,5,5,20,10,4,12,13,8,8,15
"12",13,20,7,15,7,1,19,7,7,11,7,2,19,1,12,11,12,19
"13",17,11,1,8,1,9,7,1,20,12,11,19,9,6,7,1,19,11
"14",16,15,19,3,13,15,8,14,10,16,1,6,5,3,17,10,15,5
"15",9,4,4,16,8,19,5,13,11,15,18,8,18,4,6,6,7,2
"16",20,18,17,11,14,14,10,3,1,6,13,13,16,7,4,15,2,7
"17",3,12,6,13,16,12,12,2,2,20,14,4,2,17,14,3,11,8
"18",15,16,5,12,10,10,3,18,13,2,6,7,1,16,3,9,4,18
"19",14,9,10,5,19,3,13,12,14,9,19,1,12,19,1,12,18,3
"20",4,2,16,7,9,13,16,4,19,18,3,5,10,10,2,14,6,14
