"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",21,23,26,3,27,17,2,17,14,8,23,11,2,7,7,16,4
"2",26,4,4,24,17,14,13,13,3,23,29,18,9,10,5,5,7
"3",25,21,8,6,13,2,10,29,26,13,16,3,24,16,25,9,6
"4",15,15,13,11,22,3,5,23,2,3,11,30,7,5,19,3,18
"5",1,12,30,18,10,21,9,12,13,1,25,2,29,17,16,4,20
"6",11,10,11,30,11,19,1,1,17,27,17,23,1,25,26,17,13
"7",19,28,15,23,29,7,12,4,19,11,30,26,20,14,23,27,24
"8",17,1,27,22,6,30,14,30,18,10,1,25,16,13,1,15,12
"9",16,19,28,15,14,4,22,7,6,30,22,27,23,27,10,13,1
"10",18,13,16,5,28,20,25,15,1,25,2,1,17,23,24,26,11
"11",7,3,6,16,25,24,4,6,22,17,10,9,22,6,18,21,2
"12",24,17,29,13,9,11,8,14,24,22,3,20,10,4,28,22,29
"13",13,18,1,9,1,29,15,5,4,9,21,13,12,20,30,12,26
"14",30,9,2,1,21,10,17,9,15,4,6,19,30,30,15,19,14
"15",14,14,12,25,5,5,26,10,29,7,20,4,11,3,9,23,10
"16",23,5,20,14,15,23,23,26,23,5,28,8,4,28,20,20,22
"17",2,22,3,21,24,8,16,27,16,29,4,5,3,12,14,14,23
"18",5,24,22,26,12,15,19,25,5,6,8,17,27,9,27,24,8
"19",12,11,10,7,19,25,28,28,8,18,24,22,25,2,12,18,28
"20",20,25,14,10,7,18,29,2,21,24,9,12,26,11,6,2,21
"21",29,30,24,28,20,27,20,8,10,20,15,6,14,1,21,8,17
"22",28,26,5,17,4,22,27,20,12,15,12,28,5,18,17,28,3
"23",6,2,23,4,16,1,21,3,11,14,13,15,6,15,4,29,25
"24",10,8,25,19,30,9,30,22,20,19,19,14,13,21,29,1,5
"25",9,20,7,29,26,16,24,16,25,2,14,24,18,22,3,10,30
"26",3,6,17,2,2,13,18,18,27,26,27,29,19,8,22,11,16
"27",27,16,21,20,23,28,6,21,30,28,18,16,28,19,8,30,19
"28",22,7,18,27,3,6,3,19,7,16,7,10,21,24,13,7,27
"29",4,27,19,8,18,26,11,11,28,12,5,21,8,26,11,6,9
"30",8,29,9,12,8,12,7,24,9,21,26,7,15,29,2,25,15
