"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",12,18,20,10,15,20,14,12,7,5,2
"2",11,4,4,15,4,17,17,18,14,3,11
"3",10,16,1,12,14,12,1,1,16,10,19
"4",8,8,11,1,20,15,5,9,5,2,16
"5",16,1,14,9,17,9,12,14,13,20,18
"6",2,14,7,7,3,4,13,5,10,4,17
"7",6,20,5,13,2,10,6,11,3,19,7
"8",18,13,15,19,8,8,4,7,12,1,4
"9",1,12,8,20,18,14,11,16,18,12,5
"10",9,10,17,18,6,6,15,17,4,13,20
"11",20,6,6,17,11,19,8,6,6,15,15
"12",4,15,16,4,10,18,3,19,11,17,12
"13",19,19,10,3,7,11,19,13,20,8,14
"14",15,9,18,6,1,16,10,3,17,14,8
"15",17,11,2,8,16,5,9,20,1,7,9
"16",14,17,12,16,19,2,18,4,9,16,10
"17",7,7,3,2,12,7,16,8,15,18,3
"18",5,5,19,14,13,1,7,10,19,6,13
"19",3,2,13,11,9,13,20,2,2,9,6
"20",13,3,9,5,5,3,2,15,8,11,1
