"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",15,6,1,16,7,9,7,3,2,5,4,10,12,14,3,18,9
"2",11,1,2,6,3,5,12,15,7,3,11,5,5,10,16,6,16
"3",10,16,12,14,18,11,6,16,4,2,16,13,13,6,13,13,14
"4",4,3,10,15,1,8,4,18,16,17,5,11,14,3,9,8,11
"5",16,4,11,3,12,15,5,14,14,4,7,16,2,12,6,10,4
"6",7,13,14,18,9,2,2,12,1,11,9,2,4,13,11,5,3
"7",2,18,6,4,5,14,10,8,3,10,8,18,18,15,10,4,13
"8",1,10,9,12,11,10,18,11,17,1,18,7,8,18,1,2,10
"9",9,5,13,5,16,4,3,4,12,13,13,6,17,17,8,12,17
"10",6,7,15,7,4,16,13,10,6,8,14,3,15,4,4,15,1
"11",13,14,3,8,17,3,16,13,10,14,6,12,16,8,2,7,2
"12",5,2,7,17,15,13,15,5,9,16,12,15,6,11,15,14,5
"13",3,15,5,2,14,6,8,7,15,6,3,4,7,5,12,16,7
"14",12,12,18,9,8,18,17,17,11,12,1,8,9,16,17,17,12
"15",18,17,8,13,6,12,11,6,13,18,10,1,3,7,5,11,18
"16",17,9,4,1,10,17,1,9,8,15,17,9,10,1,14,1,8
"17",8,8,17,10,13,7,14,2,5,9,2,14,1,2,7,3,15
"18",14,11,16,11,2,1,9,1,18,7,15,17,11,9,18,9,6
