"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",25,14,6,7,8,4,24,11,18,2,16,10,24,18,26,9,21,17,5,2,12,26,12
"2",6,24,13,17,12,25,25,13,22,9,17,9,10,26,2,25,24,26,13,17,5,10,23
"3",11,10,19,23,5,23,17,26,11,20,7,25,23,23,23,15,8,20,19,18,10,25,22
"4",26,5,10,12,7,26,27,15,1,27,1,14,9,16,14,16,17,2,1,22,22,11,16
"5",7,8,17,20,16,13,10,7,21,24,23,26,6,9,24,11,26,9,2,25,11,17,6
"6",22,15,18,4,17,17,2,18,12,6,15,24,20,27,3,10,5,19,3,24,20,7,8
"7",16,3,12,6,26,1,12,16,25,10,4,20,13,6,22,27,12,24,8,16,25,18,21
"8",2,20,5,21,25,6,20,8,7,19,24,15,25,22,8,8,7,11,7,15,24,13,19
"9",8,13,16,2,9,7,22,5,9,21,10,5,26,4,16,26,11,13,16,26,7,6,3
"10",13,9,1,14,24,18,14,3,4,12,3,22,11,20,18,2,18,22,12,8,3,1,2
"11",12,17,20,27,4,3,15,25,17,13,6,4,3,19,7,13,25,12,9,13,26,2,4
"12",17,23,9,9,6,14,9,24,23,23,27,19,16,21,20,23,3,3,11,5,8,4,14
"13",14,12,15,24,18,22,8,10,8,5,11,11,4,2,6,22,6,4,4,7,2,27,15
"14",10,26,7,25,13,9,4,20,6,1,9,13,12,7,27,3,15,7,18,23,14,9,27
"15",23,4,22,26,11,12,19,4,16,7,21,23,19,12,10,24,16,8,22,6,16,3,26
"16",3,6,25,10,20,24,7,23,19,18,12,8,22,5,13,7,20,16,6,4,13,5,24
"17",19,2,2,18,10,11,6,21,3,17,26,6,21,11,4,21,23,23,14,20,15,24,10
"18",18,21,26,11,3,16,21,1,15,15,19,12,5,3,17,1,1,21,10,21,17,20,25
"19",15,27,3,15,1,27,3,12,27,14,14,27,27,1,12,14,14,14,27,12,27,15,1
"20",20,11,4,1,21,20,18,27,26,11,22,3,1,14,9,4,13,10,20,27,9,14,17
"21",9,22,23,5,23,21,23,22,5,8,20,17,17,13,21,20,22,6,15,9,23,22,5
"22",1,7,24,8,2,2,11,17,2,3,25,16,8,15,11,12,9,25,25,11,6,12,13
"23",4,1,14,16,15,15,13,6,24,4,5,1,18,25,15,6,2,1,23,14,18,23,7
"24",24,25,21,19,19,8,26,19,20,26,2,18,15,10,1,5,10,15,17,10,1,19,11
"25",27,18,27,13,27,5,1,9,13,16,13,7,14,24,19,18,27,5,26,19,4,16,18
"26",21,16,11,22,22,19,16,14,10,22,18,2,7,8,25,17,4,27,24,1,21,8,9
"27",5,19,8,3,14,10,5,2,14,25,8,21,2,17,5,19,19,18,21,3,19,21,20
