"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",6,23,18,7,19,11,18,16,9,3,8,24
"2",2,10,16,13,9,8,2,6,24,6,6,7
"3",8,16,5,22,1,6,11,11,8,1,13,4
"4",17,9,23,3,22,17,10,12,25,21,12,21
"5",15,15,12,23,25,23,3,14,17,4,1,15
"6",24,3,15,9,16,19,14,23,20,2,16,5
"7",18,11,2,12,8,21,19,13,1,5,23,20
"8",14,1,25,20,11,4,22,25,13,7,11,16
"9",11,18,9,17,21,5,13,1,21,11,25,23
"10",13,20,10,4,5,9,1,24,5,20,15,17
"11",19,17,19,14,23,2,12,20,2,16,5,6
"12",20,8,17,24,6,10,17,4,16,22,22,10
"13",16,25,13,6,7,3,20,15,23,14,18,1
"14",10,4,21,5,4,15,15,2,3,10,3,13
"15",7,22,3,21,13,16,16,22,22,23,4,11
"16",1,7,14,25,14,18,9,21,4,13,19,22
"17",21,21,4,2,12,25,8,3,14,12,10,8
"18",23,24,22,19,17,14,4,7,7,8,20,12
"19",9,14,24,11,10,22,6,17,11,24,24,3
"20",3,12,7,1,24,13,24,19,15,9,21,9
"21",25,13,11,10,15,7,25,8,10,25,2,19
"22",4,19,20,15,2,24,23,9,18,17,14,18
"23",22,5,6,16,3,12,7,18,19,15,7,25
"24",5,2,1,8,18,1,5,10,12,18,17,14
"25",12,6,8,18,20,20,21,5,6,19,9,2
