"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",20,14,21,6,27,14,20,5,24,19,2,5,1,25,10,9,4,9,25,11,18,27,15
"2",15,2,27,13,11,7,5,4,17,3,21,26,14,20,18,11,9,6,5,3,27,19,6
"3",14,16,22,21,28,23,3,10,4,17,11,17,29,15,2,23,18,4,19,4,6,6,2
"4",16,12,2,10,8,27,10,16,25,24,6,25,7,9,20,22,7,18,26,1,14,2,20
"5",26,24,14,4,19,22,28,26,10,28,24,28,16,5,6,16,13,12,21,9,25,20,9
"6",22,7,6,12,25,13,25,8,7,10,17,22,25,8,21,26,5,2,13,24,13,22,25
"7",23,5,28,28,3,15,12,28,26,8,3,15,28,4,11,1,17,14,17,15,20,16,29
"8",27,1,9,29,12,26,24,2,15,25,8,13,17,24,8,15,11,20,3,23,2,12,12
"9",11,28,17,1,20,6,15,12,12,23,13,21,27,22,9,4,6,26,7,17,22,3,27
"10",12,3,26,22,18,10,27,21,18,26,23,8,11,23,14,27,23,5,22,14,10,4,26
"11",25,25,15,19,9,2,18,27,5,6,9,18,4,26,29,21,12,8,10,7,7,15,22
"12",24,10,12,23,29,5,1,25,21,16,15,1,20,12,26,17,2,28,14,12,29,9,13
"13",10,11,10,25,4,1,23,11,3,14,16,23,5,10,3,10,27,10,23,20,28,8,16
"14",8,19,20,24,7,19,21,22,22,4,19,24,26,21,17,19,3,22,24,19,4,26,8
"15",5,21,24,16,13,29,9,20,8,15,7,3,10,11,7,18,8,3,4,27,24,24,21
"16",6,18,4,27,23,28,16,9,11,9,27,9,18,28,25,13,15,16,27,5,26,17,28
"17",7,4,19,5,24,20,19,23,14,5,4,16,3,14,23,25,21,21,9,22,23,7,4
"18",28,23,7,2,10,25,13,18,20,1,18,4,19,19,19,6,29,1,18,21,17,5,14
"19",1,8,1,11,1,18,14,29,1,18,29,10,12,17,12,3,1,13,12,13,11,13,1
"20",21,29,16,18,16,11,11,6,9,7,22,6,6,6,13,12,10,24,28,26,8,1,3
"21",9,27,5,26,21,16,4,13,23,27,14,14,2,3,22,7,20,7,6,16,9,23,7
"22",18,17,11,9,26,12,6,24,28,13,26,27,9,27,4,14,19,15,1,28,3,10,19
"23",2,22,25,17,22,24,29,1,29,11,10,29,13,13,15,2,26,29,15,8,12,14,17
"24",29,15,18,20,2,21,2,7,13,21,28,19,8,16,16,29,28,27,11,18,19,29,23
"25",4,20,23,7,5,3,17,3,27,22,25,12,22,2,27,24,14,11,16,25,16,11,11
"26",19,26,3,14,6,9,26,14,19,12,5,7,23,18,5,28,24,19,8,6,21,21,5
"27",3,6,8,3,17,4,7,15,16,2,12,11,15,1,1,20,16,25,20,10,5,28,24
"28",13,9,13,15,15,8,8,19,6,29,1,20,21,29,28,5,25,17,29,29,15,25,10
"29",17,13,29,8,14,17,22,17,2,20,20,2,24,7,24,8,22,23,2,2,1,18,18
