"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",5,15,7,22,17,25,6,11,4,21,27,27,22,27,18,21,18,24
"2",25,26,8,21,4,3,24,10,5,23,12,15,4,8,13,18,25,10
"3",14,23,20,14,18,7,16,1,1,16,22,22,17,1,1,29,13,1
"4",27,4,28,18,8,21,11,3,16,8,25,8,13,23,14,23,21,3
"5",21,8,10,28,21,29,21,12,22,6,7,18,28,12,15,26,7,7
"6",9,29,25,27,6,15,1,24,13,18,19,19,8,17,29,25,6,13
"7",22,7,23,13,11,26,4,16,2,9,9,12,1,4,22,10,10,22
"8",23,24,27,17,27,11,28,23,28,12,11,16,20,29,10,20,11,23
"9",26,21,1,12,16,23,18,21,18,28,13,26,16,22,24,9,2,2
"10",29,12,12,6,24,12,3,20,15,20,3,29,5,14,4,27,20,17
"11",6,16,22,26,12,8,15,15,20,7,8,25,2,26,7,7,28,5
"12",13,25,14,4,26,24,8,22,26,4,28,17,10,5,19,15,26,9
"13",4,17,24,8,19,22,22,9,21,24,21,4,3,10,8,22,5,19
"14",17,9,17,10,5,4,5,13,25,26,26,13,25,25,5,12,4,11
"15",10,1,18,25,28,27,25,25,7,22,16,10,15,20,2,11,24,14
"16",8,11,19,11,2,19,29,8,24,14,1,28,19,3,27,16,19,12
"17",2,20,11,9,10,1,23,19,17,5,17,11,26,21,23,28,23,21
"18",15,10,5,15,3,17,14,28,27,27,6,2,9,18,17,24,27,25
"19",7,3,6,2,13,9,7,26,9,13,10,6,21,9,11,19,8,4
"20",18,13,9,5,22,14,27,14,3,11,23,3,7,28,28,6,16,6
"21",11,27,13,1,7,28,19,2,14,17,4,14,12,24,12,4,9,29
"22",16,19,16,23,25,5,9,7,8,1,2,1,14,19,25,17,1,18
"23",19,28,2,24,15,18,2,5,23,10,15,5,23,11,3,8,22,20
"24",12,6,3,20,9,13,26,18,11,3,24,24,11,7,6,14,3,26
"25",1,22,29,19,23,16,10,17,12,29,5,9,27,6,16,3,17,8
"26",24,18,21,7,1,20,13,29,6,2,20,23,29,16,9,2,15,16
"27",3,2,4,16,29,2,12,4,29,15,18,21,6,15,20,1,12,15
"28",20,5,26,3,20,10,17,6,10,25,14,20,24,13,26,13,29,27
"29",28,14,15,29,14,6,20,27,19,19,29,7,18,2,21,5,14,28
