"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",10,26,10,20,25,14,18,20,13,22,4,19,4,6,7,22,18
"2",22,22,4,17,23,17,10,3,7,15,14,11,24,20,6,4,5
"3",3,9,14,19,13,26,14,7,18,24,5,2,16,9,22,5,3
"4",12,21,11,25,7,4,8,5,23,7,7,17,8,16,26,18,8
"5",14,23,20,7,4,10,6,18,19,4,8,4,25,8,5,9,17
"6",1,2,1,23,12,9,5,16,4,12,1,16,14,26,9,10,15
"7",8,20,8,24,15,23,25,12,3,6,17,5,21,5,14,14,25
"8",11,10,9,3,24,7,15,4,8,2,23,20,15,10,24,8,21
"9",23,11,15,21,11,25,13,24,17,5,22,21,18,23,4,21,19
"10",21,3,18,22,1,2,12,9,12,14,19,10,5,1,13,3,20
"11",15,1,22,26,26,13,21,14,24,25,26,13,26,15,18,12,13
"12",19,4,17,5,22,21,11,21,5,10,3,14,19,3,20,19,7
"13",26,8,3,14,19,11,3,11,16,1,11,1,1,12,16,26,12
"14",2,18,26,10,10,12,19,2,14,8,24,12,13,2,8,25,4
"15",20,25,13,9,3,8,17,15,2,23,20,3,12,24,21,20,11
"16",18,14,23,4,17,18,16,1,25,13,2,7,6,25,11,15,24
"17",5,16,24,16,18,3,9,25,9,18,12,9,22,18,23,24,22
"18",25,19,16,2,14,1,26,10,10,20,6,24,17,13,1,11,10
"19",17,15,7,15,16,6,1,17,26,19,21,26,20,4,12,16,1
"20",6,5,6,6,2,16,23,8,20,16,10,23,23,19,15,23,16
"21",13,7,21,13,8,20,2,6,1,26,15,18,10,11,2,17,26
"22",4,24,19,8,20,24,4,13,15,11,18,25,7,22,19,2,14
"23",7,12,5,1,6,22,7,26,11,21,25,8,3,14,10,13,9
"24",9,6,12,12,21,5,24,22,21,9,16,6,9,21,3,6,6
"25",16,13,25,18,5,15,22,19,6,3,9,22,2,17,17,7,2
"26",24,17,2,11,9,19,20,23,22,17,13,15,11,7,25,1,23
