"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",7,18,12,18,12,8,18,21,6,2,18,15,18,23,20,25,3
"2",8,8,8,5,22,9,6,22,22,10,14,9,21,6,6,5,6
"3",15,6,6,11,7,17,19,9,7,4,24,2,8,2,11,11,2
"4",24,2,17,25,4,15,14,23,19,19,16,14,7,9,16,20,5
"5",23,16,9,20,23,14,23,24,5,16,3,6,12,18,10,9,22
"6",9,17,18,4,9,13,21,6,23,22,6,23,10,21,12,4,4
"7",13,7,20,23,21,21,10,5,4,8,13,24,22,17,8,21,8
"8",19,20,22,3,17,23,20,16,24,5,11,8,14,7,17,23,16
"9",1,22,16,9,2,25,1,25,13,14,25,18,15,15,9,10,11
"10",12,13,25,14,16,18,7,20,9,25,10,1,1,13,25,1,9
"11",22,10,3,1,11,22,8,13,2,21,19,13,19,25,18,6,15
"12",11,19,10,6,3,12,9,2,3,17,15,10,2,8,7,24,23
"13",20,24,21,10,25,3,13,11,15,11,20,7,3,24,3,13,7
"14",21,21,11,12,20,11,3,8,12,18,2,20,17,1,21,16,1
"15",17,12,7,15,8,19,4,18,21,3,4,19,6,22,4,18,17
"16",6,3,19,7,5,16,12,14,14,9,1,5,23,20,22,14,25
"17",16,11,24,13,10,6,22,19,10,23,21,21,24,5,5,15,21
"18",14,23,5,22,15,10,11,15,18,7,22,25,9,11,23,3,24
"19",2,4,2,2,19,4,17,17,8,15,7,22,4,14,15,19,12
"20",10,5,13,19,18,5,2,7,25,20,23,3,13,19,13,22,19
"21",3,25,4,21,13,20,16,10,17,24,8,4,20,10,2,17,13
"22",5,9,14,17,24,24,24,4,16,12,17,17,5,4,19,8,20
"23",25,1,15,8,14,7,15,1,11,1,9,16,16,12,1,2,18
"24",18,14,1,16,1,1,25,3,20,13,12,11,25,16,24,12,10
"25",4,15,23,24,6,2,5,12,1,6,5,12,11,3,14,7,14
