"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",12,28,15,10,28,21,28,10,25
"2",28,11,16,5,24,24,18,19,2
"3",26,29,7,29,14,16,15,12,5
"4",25,7,2,8,18,5,26,7,15
"5",19,1,18,24,7,13,29,14,11
"6",3,16,21,7,26,6,4,13,10
"7",7,14,24,12,2,17,24,5,4
"8",16,21,9,2,6,1,22,16,7
"9",1,9,14,14,9,3,16,2,26
"10",9,27,17,25,3,4,11,20,20
"11",8,18,11,1,21,18,12,29,16
"12",6,12,6,28,25,11,23,17,23
"13",27,19,23,15,13,7,25,28,24
"14",15,10,20,27,10,20,3,27,6
"15",23,2,10,16,27,19,10,3,8
"16",13,24,29,20,20,9,17,8,1
"17",21,22,19,3,16,12,7,4,29
"18",10,5,25,19,19,25,5,15,27
"19",14,6,8,6,4,29,13,11,22
"20",11,4,5,11,15,8,8,26,3
"21",17,17,22,26,22,28,21,1,18
"22",4,3,28,4,12,15,20,21,19
"23",5,20,3,23,11,23,6,6,13
"24",24,26,27,9,8,26,9,18,12
"25",18,25,1,13,23,14,2,22,21
"26",20,8,26,22,29,2,14,23,14
"27",29,13,13,18,1,10,1,9,17
"28",22,15,4,21,5,22,19,25,28
"29",2,23,12,17,17,27,27,24,9
