"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",3,17,4,6,17,13,20,26,26,20,25,8,16,10,5,23,27
"2",17,20,15,14,27,23,29,18,22,10,1,1,17,24,2,19,4
"3",4,14,11,28,26,11,1,17,15,21,29,19,15,17,29,1,5
"4",29,15,12,24,10,27,2,10,9,1,20,11,12,9,4,26,16
"5",22,28,1,9,18,8,13,14,10,2,14,9,27,19,27,12,1
"6",8,3,28,4,11,16,3,19,18,6,2,7,10,14,26,18,21
"7",18,13,22,7,3,10,14,16,8,8,10,22,19,3,1,2,29
"8",23,1,10,3,20,24,18,9,1,14,27,5,22,15,13,3,13
"9",12,7,19,11,29,6,16,29,3,3,23,17,14,23,20,28,19
"10",13,29,29,29,19,25,15,15,29,27,12,18,23,18,10,29,18
"11",25,8,20,17,2,29,25,27,16,19,8,15,28,12,28,21,12
"12",15,27,9,18,1,5,24,2,21,7,28,13,3,16,11,17,23
"13",19,12,3,20,25,22,11,22,6,26,11,3,4,2,19,15,22
"14",26,2,16,16,22,7,5,25,24,24,15,29,2,13,3,11,15
"15",21,9,24,22,13,2,9,13,27,16,22,2,20,25,22,9,26
"16",5,11,23,2,23,1,26,12,14,15,13,12,1,4,12,25,7
"17",16,5,7,8,6,17,12,6,23,25,19,23,18,6,23,27,3
"18",14,6,26,23,12,12,21,5,4,22,6,10,9,20,6,8,2
"19",1,18,17,15,4,9,6,3,7,29,16,4,25,29,16,22,14
"20",10,22,18,26,5,19,17,28,25,9,17,6,8,5,21,4,8
"21",2,10,5,13,16,28,10,8,28,4,9,20,5,26,15,7,11
"22",24,19,13,27,21,15,19,7,12,13,4,24,7,28,25,24,28
"23",27,16,27,19,24,14,22,4,20,5,24,26,24,1,17,14,10
"24",9,25,8,21,14,3,8,24,2,12,3,27,21,8,14,20,9
"25",6,4,2,25,8,18,27,21,13,11,18,25,26,22,7,13,20
"26",11,23,14,10,28,20,4,1,17,18,7,14,29,7,8,6,25
"27",28,21,6,1,9,4,23,20,19,28,5,16,13,21,18,5,17
"28",7,26,21,12,15,26,28,11,5,23,21,28,11,11,24,10,24
"29",20,24,25,5,7,21,7,23,11,17,26,21,6,27,9,16,6
