"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",11,27,12,2,15,14,16,27,2,19,1,25,12,3,10,12,27,24,20,9,6,20
"2",7,11,24,14,21,12,6,25,10,28,21,11,5,10,3,20,7,5,25,15,22,24
"3",24,2,21,1,22,10,18,13,3,2,25,9,23,24,15,15,13,2,15,7,1,13
"4",4,5,11,17,3,18,25,22,20,14,20,23,8,11,11,3,5,11,11,5,2,4
"5",5,25,7,19,4,8,4,12,4,6,15,3,24,19,8,4,20,14,13,10,23,23
"6",17,13,16,21,2,2,21,23,5,13,22,28,27,17,17,25,12,26,28,23,20,16
"7",3,20,4,4,14,20,9,4,22,8,23,22,3,26,26,19,14,12,27,13,11,19
"8",19,21,5,7,17,5,20,19,26,25,18,10,11,21,4,24,23,21,10,6,19,5
"9",26,9,2,16,24,7,27,18,24,9,13,18,20,2,18,7,22,8,26,17,13,26
"10",9,22,18,15,28,27,12,11,28,20,26,17,26,14,1,2,18,27,18,25,10,14
"11",2,10,17,3,16,19,28,17,15,24,10,8,22,27,16,6,9,23,5,21,27,21
"12",1,1,14,26,11,4,10,7,21,23,12,2,15,12,14,26,26,9,16,28,4,17
"13",12,15,1,20,20,25,24,24,1,5,9,15,2,22,7,17,16,6,3,27,14,10
"14",15,18,13,9,5,24,15,1,12,12,11,7,25,1,6,27,10,4,24,3,15,1
"15",25,28,15,28,6,15,14,26,17,15,28,14,14,28,27,10,28,3,17,16,28,7
"16",14,6,10,5,26,3,1,2,11,16,27,19,13,5,13,11,15,17,1,20,25,2
"17",8,17,27,22,18,23,23,5,6,27,17,27,21,9,25,13,24,10,8,8,18,11
"18",10,23,22,6,9,9,7,16,27,3,8,24,18,8,19,16,1,7,12,26,21,8
"19",23,16,20,24,13,13,22,6,23,4,24,4,4,4,9,9,3,25,7,12,17,18
"20",22,8,3,23,10,11,8,9,9,26,7,21,19,25,5,8,2,20,21,14,9,9
"21",6,7,8,27,23,17,13,15,14,1,5,13,7,7,23,23,19,28,19,2,26,12
"22",21,12,26,10,12,22,3,20,7,7,16,6,6,13,20,5,25,22,22,22,8,3
"23",16,19,28,25,27,16,2,21,19,10,14,20,17,23,12,28,11,19,4,4,7,27
"24",27,24,6,13,7,21,17,14,8,22,19,12,16,6,24,22,6,18,2,24,3,25
"25",28,4,25,8,8,26,19,8,18,11,6,26,10,18,2,21,21,15,14,19,24,22
"26",18,14,19,11,1,1,11,10,13,21,4,16,1,16,21,1,17,1,6,1,12,28
"27",20,3,9,12,19,28,5,28,25,17,2,1,28,15,28,14,4,13,9,11,16,15
"28",13,26,23,18,25,6,26,3,16,18,3,5,9,20,22,18,8,16,23,18,5,6
