"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",16,11,9,19,25,21,4,6,17,2,25,22,9,4,15,21
"2",22,25,20,16,8,26,19,8,22,8,14,15,7,21,25,26
"3",24,19,18,15,24,15,23,16,7,25,11,20,27,3,7,22
"4",5,26,4,6,26,27,14,26,9,15,15,7,10,7,10,11
"5",18,9,24,11,18,3,16,23,26,18,23,6,22,9,12,25
"6",3,7,21,20,1,14,1,22,12,27,17,18,4,8,18,14
"7",11,4,2,3,19,8,10,7,1,24,12,17,15,13,21,27
"8",6,6,13,14,9,5,22,2,10,10,26,2,17,6,26,12
"9",15,27,15,27,12,2,15,1,8,19,1,25,2,11,13,16
"10",7,24,3,25,5,10,3,14,21,14,21,12,26,17,9,23
"11",17,18,12,1,3,1,13,27,14,1,16,19,20,27,20,17
"12",27,13,1,24,15,17,12,24,27,11,9,27,16,12,27,10
"13",23,20,7,13,16,6,6,17,6,20,24,9,5,22,23,5
"14",21,3,14,18,11,24,5,25,16,22,5,1,14,20,4,19
"15",4,10,26,21,27,11,27,13,15,16,3,11,12,24,24,20
"16",1,15,23,10,14,23,9,9,5,12,22,26,18,25,2,18
"17",13,23,27,4,10,19,24,18,19,23,27,24,13,14,16,1
"18",25,22,22,5,21,13,2,3,13,6,7,3,23,15,17,13
"19",26,1,6,2,13,12,26,12,20,13,19,14,6,1,1,15
"20",12,17,11,22,20,16,18,4,25,26,18,4,8,26,5,9
"21",8,16,16,8,7,22,8,11,24,21,2,10,21,2,22,7
"22",10,14,8,9,6,18,25,20,3,4,6,5,1,16,14,24
"23",19,8,5,12,2,20,21,5,11,17,8,21,24,23,11,4
"24",20,12,25,23,4,9,11,10,4,5,13,8,11,5,6,2
"25",14,2,17,26,22,25,17,19,2,7,20,13,25,18,19,6
"26",9,5,19,7,23,4,7,15,23,9,10,23,3,19,8,8
"27",2,21,10,17,17,7,20,21,18,3,4,16,19,10,3,3
