"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",3,19,3,14,10,30,1,8,15,18,6,22,17,3,20,3,15,29,23
"2",9,9,17,23,30,25,10,30,5,9,3,13,27,12,27,7,11,14,12
"3",2,13,19,8,2,7,24,13,19,25,21,24,28,11,28,24,12,18,4
"4",21,27,20,28,20,26,7,12,28,13,14,19,29,7,12,22,22,7,29
"5",29,24,13,2,26,12,8,20,13,12,7,28,20,26,23,23,19,25,7
"6",16,5,5,4,22,20,20,15,17,22,10,5,8,6,25,5,24,6,2
"7",22,28,8,10,13,27,12,27,4,26,23,16,10,10,9,18,7,26,3
"8",23,2,15,6,7,29,29,23,29,4,15,20,12,29,11,1,16,15,13
"9",18,4,29,1,5,16,9,4,22,10,28,9,21,2,15,19,6,22,17
"10",6,29,4,15,12,14,27,28,25,8,27,8,24,21,19,20,23,9,10
"11",12,10,26,11,16,6,11,29,27,20,2,25,4,19,18,12,26,23,28
"12",14,25,14,9,4,3,22,19,6,11,4,10,7,4,4,25,20,12,24
"13",5,6,24,30,8,11,4,14,1,6,11,17,15,20,6,17,25,20,1
"14",30,16,30,26,14,15,28,10,8,29,8,27,1,1,16,13,14,10,11
"15",8,15,11,7,15,18,5,11,9,5,20,4,2,28,29,16,3,11,30
"16",4,30,23,3,29,10,14,9,21,27,13,14,13,24,8,6,10,8,22
"17",15,8,2,24,27,17,3,18,24,24,29,23,5,22,3,27,13,13,16
"18",7,3,10,19,24,8,25,26,12,14,22,29,18,5,10,14,5,5,26
"19",24,14,25,12,18,2,2,21,11,19,24,2,25,16,5,4,17,1,9
"20",28,12,6,25,1,22,21,17,18,16,9,3,26,23,7,11,9,24,27
"21",10,23,18,21,3,24,15,3,14,15,26,30,6,25,14,8,27,4,6
"22",20,26,21,29,21,4,23,16,16,7,30,18,9,17,26,2,4,27,18
"23",26,7,22,13,28,28,26,7,7,17,25,11,14,18,22,26,28,19,25
"24",1,18,28,18,25,23,17,22,20,2,17,1,3,9,13,30,18,28,14
"25",11,1,9,27,19,1,16,1,10,30,16,12,23,30,17,21,21,30,15
"26",17,20,27,16,9,21,19,24,2,23,12,21,22,27,24,28,2,3,20
"27",13,22,16,17,23,19,30,2,30,21,1,6,19,15,1,15,1,21,5
"28",19,17,1,5,17,13,18,5,3,1,18,26,30,13,2,9,30,17,19
"29",27,21,12,22,6,9,6,25,23,28,19,7,16,8,30,10,29,16,21
"30",25,11,7,20,11,5,13,6,26,3,5,15,11,14,21,29,8,2,8
