"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",13,2,4,12,2,4,9,14,6
"2",9,17,10,17,9,9,2,17,4
"3",5,13,16,5,11,3,14,15,7
"4",12,3,17,15,12,14,5,5,8
"5",14,8,13,11,17,10,16,11,2
"6",6,6,2,16,6,7,17,10,12
"7",15,16,14,9,5,5,7,2,13
"8",10,10,7,14,13,1,12,4,17
"9",17,11,3,4,14,6,1,9,9
"10",1,12,12,13,1,16,11,8,10
"11",2,5,8,8,7,2,4,7,1
"12",4,1,11,1,15,8,10,3,11
"13",7,9,1,6,10,17,8,1,3
"14",3,14,5,10,16,13,6,13,14
"15",8,7,15,3,3,11,3,12,16
"16",16,4,9,7,8,15,13,16,15
"17",11,15,6,2,4,12,15,6,5
