"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",3,18,23,8,7,24,10,2,4,13,20,6,22,16,17,1,4,11,9,13,17
"2",18,2,16,19,21,21,3,17,8,10,4,9,8,20,19,3,20,16,12,23,8
"3",25,9,20,13,2,14,17,7,6,15,8,3,19,7,1,12,23,17,23,18,21
"4",4,1,12,11,1,3,24,6,13,6,1,15,3,2,15,5,14,7,13,3,13
"5",23,10,24,15,25,4,12,1,24,5,16,23,7,13,16,17,8,10,20,21,16
"6",16,5,18,9,13,17,21,18,7,19,24,16,5,9,23,22,2,22,14,9,25
"7",5,6,19,16,11,18,5,11,17,17,7,20,16,5,7,21,3,6,6,22,3
"8",6,13,4,6,8,23,9,22,23,14,6,24,1,12,12,10,22,25,19,15,18
"9",1,22,15,5,24,2,22,16,14,20,2,7,15,15,11,20,16,20,8,20,19
"10",22,15,7,7,22,15,23,8,11,16,3,17,21,24,21,11,6,4,18,12,2
"11",10,7,9,17,12,13,18,25,25,1,12,5,17,17,24,9,12,1,2,19,24
"12",21,14,14,24,6,7,25,21,22,12,21,14,25,10,8,2,7,21,11,17,6
"13",11,21,25,12,18,11,7,15,15,2,18,12,18,1,25,13,25,24,17,6,1
"14",2,4,8,22,14,6,6,13,9,8,22,18,23,25,9,19,17,14,22,10,23
"15",15,20,10,20,23,16,8,5,19,18,23,10,4,3,6,8,19,3,10,11,22
"16",8,8,21,4,19,19,16,20,20,24,19,11,14,22,2,6,13,9,24,2,11
"17",7,24,1,18,15,9,14,9,3,25,13,22,13,6,22,4,11,18,25,24,12
"18",12,16,22,21,5,5,15,19,5,21,14,19,2,23,14,15,24,2,5,14,5
"19",24,17,11,14,20,20,13,24,1,11,9,25,24,4,13,25,15,12,1,1,14
"20",19,3,2,2,9,8,11,4,18,23,15,8,20,11,18,18,21,15,4,7,7
"21",20,23,17,3,10,10,4,10,12,3,10,21,10,21,3,7,9,19,3,8,20
"22",17,25,3,10,3,25,19,12,16,4,25,13,12,19,10,23,18,8,16,25,9
"23",14,12,6,1,16,1,2,23,2,9,17,2,11,8,5,14,1,5,15,16,10
"24",13,19,13,25,4,12,1,14,21,22,5,1,9,18,20,24,5,13,21,4,15
"25",9,11,5,23,17,22,20,3,10,7,11,4,6,14,4,16,10,23,7,5,4
