"","V1","V2","V3","V4","V5","V6"
"1",8,11,26,16,11,27
"2",23,4,15,15,26,5
"3",3,26,10,9,18,12
"4",12,13,24,6,23,2
"5",7,20,20,13,27,21
"6",21,10,8,12,4,3
"7",24,12,1,23,12,13
"8",26,8,19,4,19,17
"9",22,24,17,22,22,24
"10",6,6,4,3,10,6
"11",5,18,18,24,6,4
"12",15,2,3,11,21,22
"13",19,3,21,20,2,11
"14",14,25,22,2,5,19
"15",20,19,6,5,15,26
"16",2,14,14,7,3,23
"17",18,16,11,1,25,10
"18",4,9,7,21,24,18
"19",9,23,2,14,1,15
"20",25,22,25,10,9,8
"21",1,7,23,18,16,9
"22",10,1,16,8,13,14
"23",11,21,5,25,20,7
"24",13,5,12,26,8,25
"25",27,17,9,17,7,20
"26",16,27,13,19,14,1
"27",17,15,27,27,17,16
