"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",8,12,24,21,5,2,22,23,5,6,1,14,9,14,4,13,16,8
"2",1,2,2,17,24,17,14,19,25,13,10,3,12,16,10,23,11,4
"3",24,24,4,3,3,10,24,9,16,12,11,23,14,19,6,18,6,15
"4",10,7,8,22,7,23,23,6,19,17,8,9,6,7,21,12,4,18
"5",19,9,11,15,12,4,19,7,22,19,4,16,22,25,14,5,20,1
"6",15,13,15,12,2,15,10,24,1,20,9,1,25,17,17,9,3,25
"7",4,10,19,7,4,5,11,5,23,7,22,5,17,10,12,19,18,21
"8",6,5,22,10,15,6,3,16,15,15,15,18,4,23,7,2,1,17
"9",23,6,6,20,8,20,4,11,4,5,19,6,13,20,8,7,22,12
"10",21,18,23,18,21,18,9,12,24,4,2,24,11,9,15,8,9,20
"11",17,8,18,5,18,24,6,4,6,23,5,13,16,12,3,20,7,7
"12",18,20,17,9,14,22,17,17,10,8,6,4,5,24,23,25,19,16
"13",2,22,3,6,9,9,8,14,9,24,3,7,7,2,16,6,14,11
"14",3,21,14,24,11,13,5,8,14,3,17,15,23,22,22,21,5,6
"15",20,17,10,23,17,12,12,20,20,25,24,11,2,21,2,15,15,23
"16",14,1,13,8,1,16,13,2,11,11,25,25,1,13,25,3,13,5
"17",5,19,1,14,16,25,20,21,7,9,23,17,19,11,11,4,8,19
"18",16,16,12,11,23,7,21,10,2,1,18,8,3,4,13,16,2,2
"19",12,23,16,13,6,21,2,22,21,18,16,21,8,5,9,17,21,3
"20",7,15,25,1,22,19,25,13,17,22,20,12,15,18,19,10,25,9
"21",9,14,5,16,20,3,7,3,3,16,12,22,10,15,20,22,23,22
"22",11,3,9,2,13,14,15,15,13,2,7,19,24,1,1,14,24,24
"23",13,25,20,25,25,11,16,1,12,14,13,2,21,6,5,1,17,14
"24",22,4,21,19,10,8,18,18,8,21,21,20,18,3,18,24,10,13
"25",25,11,7,4,19,1,1,25,18,10,14,10,20,8,24,11,12,10
