"","V1","V2","V3","V4","V5","V6","V7"
"1",29,5,10,15,22,20,25
"2",14,21,3,17,18,29,9
"3",6,23,9,19,12,1,18
"4",4,4,21,28,19,7,15
"5",28,18,29,20,7,11,11
"6",5,19,7,3,25,23,20
"7",11,25,27,25,16,19,27
"8",23,17,1,9,5,18,16
"9",12,1,16,8,29,17,12
"10",2,15,24,4,10,16,4
"11",1,10,2,21,15,13,23
"12",3,27,15,14,2,26,13
"13",16,9,28,5,20,28,17
"14",18,29,18,1,9,10,22
"15",13,12,6,6,3,6,26
"16",9,26,11,10,21,12,1
"17",25,14,12,29,11,27,21
"18",19,3,4,13,13,8,3
"19",17,16,14,23,28,9,29
"20",22,22,23,12,23,3,24
"21",10,6,8,24,6,21,7
"22",20,11,19,22,24,25,2
"23",24,28,5,26,26,15,14
"24",7,13,26,16,27,5,8
"25",15,20,17,27,4,4,5
"26",8,7,20,11,8,24,28
"27",27,24,22,7,14,22,6
"28",21,2,25,18,1,14,19
"29",26,8,13,2,17,2,10
