"","V1","V2","V3","V4","V5"
"1",16,19,2,2,13
"2",10,13,1,20,5
"3",24,22,4,17,20
"4",7,20,21,19,25
"5",4,24,7,13,9
"6",19,5,22,23,8
"7",11,9,20,1,19
"8",12,23,23,9,4
"9",25,18,19,12,6
"10",15,2,24,14,22
"11",22,10,5,6,3
"12",20,25,17,4,23
"13",2,17,9,7,21
"14",1,11,16,26,14
"15",6,4,3,11,18
"16",17,21,10,25,2
"17",18,12,11,10,26
"18",21,1,8,18,12
"19",5,14,26,5,11
"20",8,3,12,3,7
"21",9,26,13,22,16
"22",26,6,14,8,15
"23",14,16,15,15,10
"24",13,8,6,24,24
"25",3,7,18,16,1
"26",23,15,25,21,17
