"","V1","V2","V3","V4","V5","V6"
"1",14,2,3,18,18,7
"2",11,5,19,21,2,11
"3",17,18,1,7,11,10
"4",13,20,9,9,1,19
"5",10,13,4,4,21,22
"6",22,21,18,14,20,15
"7",16,8,16,10,23,5
"8",20,10,21,5,6,8
"9",8,3,20,8,19,17
"10",21,14,6,16,3,2
"11",18,1,12,12,7,23
"12",3,4,8,6,9,4
"13",5,16,11,20,22,9
"14",1,7,14,17,12,20
"15",6,12,23,13,14,1
"16",12,19,13,2,17,3
"17",19,11,7,23,16,18
"18",23,6,10,1,13,13
"19",15,17,22,19,10,21
"20",9,22,15,22,8,6
"21",7,9,2,15,5,14
"22",2,23,5,11,15,12
"23",4,15,17,3,4,16
