"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,15,5,14,18,12,1,12,16,1,11
"2",15,12,10,7,17,1,5,7,1,7,4
"3",5,5,18,11,8,21,7,1,10,5,7
"4",2,11,15,15,2,17,16,8,2,13,17
"5",10,6,16,16,20,5,10,20,9,6,21
"6",8,18,11,6,21,19,21,10,7,19,9
"7",11,2,7,18,5,7,3,9,8,16,1
"8",19,13,8,19,14,20,6,16,13,17,18
"9",4,3,9,10,6,2,20,15,17,8,15
"10",9,10,2,3,3,18,9,21,14,9,5
"11",14,4,3,9,19,16,13,3,19,14,14
"12",20,17,17,12,1,3,8,11,18,18,10
"13",21,1,14,1,13,14,12,13,5,2,12
"14",7,8,13,2,11,10,4,6,20,20,20
"15",13,19,21,8,7,13,2,18,4,11,16
"16",12,21,12,17,9,15,15,14,21,3,3
"17",17,16,6,5,4,8,17,4,11,4,19
"18",3,14,19,4,15,6,14,17,12,15,2
"19",18,9,20,21,16,11,19,5,15,10,6
"20",16,7,4,13,10,9,18,19,3,21,8
"21",6,20,1,20,12,4,11,2,6,12,13
