"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",9,13,22,8,10,9,8,20,22,16,4,22,15,13,22
"2",8,2,17,13,2,17,18,16,13,1,10,19,6,6,15
"3",22,1,6,4,22,10,13,1,12,12,17,21,17,14,12
"4",11,19,10,14,21,4,1,14,7,21,8,20,3,9,8
"5",16,14,4,10,8,12,7,17,3,2,20,18,9,19,2
"6",15,3,16,12,4,5,6,8,18,20,11,7,19,21,5
"7",19,4,14,20,15,8,9,19,11,17,21,4,7,4,16
"8",1,20,13,2,6,6,4,9,17,8,22,14,13,5,13
"9",2,6,2,16,17,2,17,18,16,11,2,12,10,20,10
"10",10,8,21,5,11,3,22,15,1,7,16,3,16,10,7
"11",3,5,11,7,14,22,10,11,5,15,7,15,22,3,1
"12",7,22,7,18,1,15,11,22,9,13,14,1,20,15,9
"13",18,18,12,21,13,7,19,10,8,6,9,17,21,22,19
"14",21,10,20,19,5,20,3,6,2,10,1,13,8,12,11
"15",4,16,18,11,20,18,16,7,4,19,19,8,11,18,18
"16",13,21,19,15,18,11,12,2,15,3,5,5,12,2,3
"17",20,17,5,6,7,16,20,13,14,22,3,6,14,7,14
"18",14,12,1,9,3,1,14,5,6,14,13,11,2,1,21
"19",17,15,15,1,16,21,15,21,19,9,12,10,1,16,6
"20",5,7,8,3,12,13,5,4,10,4,6,2,4,17,17
"21",12,9,3,17,19,19,2,12,21,5,15,9,18,8,20
"22",6,11,9,22,9,14,21,3,20,18,18,16,5,11,4
