"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",5,12,4,20,3,2,20,25,14,12,25,17,23,1,17,2,11,19,7,18
"2",16,15,12,24,21,21,26,27,3,22,16,2,3,26,8,23,20,20,8,14
"3",10,1,1,15,14,1,28,3,27,1,9,1,14,17,13,14,28,10,14,11
"4",14,17,18,19,22,3,9,7,20,23,4,20,10,2,18,27,21,2,24,19
"5",17,10,25,26,6,15,17,6,28,9,12,25,2,27,21,6,14,18,18,27
"6",3,22,15,25,9,24,21,14,19,7,8,7,25,13,5,22,7,4,19,24
"7",4,2,21,8,25,10,12,11,4,15,10,10,5,3,6,11,4,24,12,22
"8",18,13,7,6,26,19,18,5,26,17,18,24,26,5,9,21,5,11,6,7
"9",9,25,14,27,24,6,13,13,10,3,15,27,17,14,26,19,18,28,2,1
"10",20,23,26,12,27,4,19,18,8,13,3,6,27,24,19,13,10,17,25,8
"11",26,5,9,14,28,16,14,19,18,19,23,8,11,15,25,5,25,3,1,25
"12",11,27,28,10,10,8,1,28,23,25,14,5,16,9,11,17,15,13,3,28
"13",24,18,6,17,7,12,5,21,24,10,7,9,6,11,23,24,3,23,11,6
"14",6,7,24,21,17,28,25,20,22,21,21,14,8,6,27,15,9,15,23,3
"15",2,21,22,18,18,13,6,16,25,20,24,23,28,22,4,9,26,22,13,12
"16",23,16,20,23,19,20,2,4,2,4,27,3,21,7,22,8,13,9,15,15
"17",8,14,10,9,23,18,3,26,16,5,6,19,4,21,7,3,12,7,22,5
"18",7,11,5,1,16,27,4,8,12,14,2,15,22,28,24,20,24,16,10,23
"19",21,20,23,2,8,7,24,9,13,11,17,13,7,10,2,7,23,5,9,2
"20",12,3,27,13,5,23,8,15,5,8,22,21,13,23,15,25,8,1,4,9
"21",27,28,17,16,15,26,23,2,15,24,5,18,12,19,14,1,1,25,5,16
"22",25,8,19,3,20,9,22,22,21,6,26,16,19,20,10,26,17,26,20,21
"23",1,26,8,7,2,14,16,1,9,18,28,11,1,18,20,28,16,12,21,13
"24",15,4,13,5,4,22,10,10,17,27,13,4,24,12,16,4,19,27,27,4
"25",22,9,3,28,13,5,7,12,11,26,20,12,15,25,3,16,2,8,28,17
"26",28,6,16,22,1,17,15,24,6,16,1,28,18,8,1,18,27,14,17,10
"27",19,24,2,11,12,25,11,17,7,2,19,22,9,4,12,12,22,21,26,26
"28",13,19,11,4,11,11,27,23,1,28,11,26,20,16,28,10,6,6,16,20
