"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,12,15,8,2,14,11,1,11,20,4,14
"2",6,15,9,19,7,18,16,5,18,6,8,6
"3",9,14,2,15,15,12,7,17,16,16,1,16
"4",7,1,14,6,10,16,8,18,7,1,7,4
"5",2,10,11,17,13,17,4,12,5,8,20,19
"6",4,19,5,12,3,5,2,16,13,3,12,10
"7",14,2,7,20,8,4,6,4,8,17,13,15
"8",12,9,6,1,5,20,18,19,9,13,10,18
"9",18,6,18,13,17,19,1,7,14,14,9,9
"10",17,4,1,9,1,13,10,10,17,10,19,3
"11",10,8,20,10,12,6,19,3,15,2,16,17
"12",15,18,4,7,19,15,13,6,4,4,14,13
"13",19,17,13,5,9,1,9,11,19,9,6,20
"14",20,20,12,14,11,11,20,13,6,19,11,1
"15",3,7,3,11,14,2,17,9,1,12,5,7
"16",11,13,16,18,20,3,12,20,12,11,18,5
"17",16,5,17,16,4,9,14,15,3,5,3,12
"18",8,16,19,3,6,10,5,8,2,15,17,8
"19",5,3,10,4,18,8,15,14,20,18,15,11
"20",13,11,8,2,16,7,3,2,10,7,2,2
