"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",13,19,17,10,13,3,5,2,1,12,17,3,6,5,10,10
"2",8,14,6,14,15,17,16,7,15,10,18,4,13,17,4,5
"3",12,2,13,17,10,9,18,11,8,19,5,1,14,7,18,4
"4",5,11,5,9,4,2,15,8,2,16,2,16,7,18,12,8
"5",17,7,2,12,16,4,10,17,16,13,4,6,3,12,8,17
"6",19,12,16,18,5,12,8,13,5,9,9,12,1,14,1,2
"7",15,13,18,7,3,19,14,6,17,5,1,7,10,9,16,12
"8",11,17,14,6,11,16,2,18,11,18,7,19,15,16,9,14
"9",6,3,7,15,12,18,4,5,6,8,3,14,8,4,5,15
"10",16,10,3,8,14,15,11,16,3,7,15,15,16,3,17,6
"11",10,1,8,4,7,13,9,15,7,3,16,2,5,19,13,16
"12",9,15,4,2,6,5,3,12,12,4,6,5,11,2,6,3
"13",18,9,9,1,8,8,19,1,10,14,14,17,12,8,2,18
"14",4,4,15,11,2,11,12,19,19,15,19,11,9,1,7,9
"15",2,6,19,5,19,6,13,10,4,6,8,8,18,13,3,11
"16",1,18,1,19,1,10,7,9,9,11,13,9,19,10,15,19
"17",14,5,11,13,9,1,1,4,18,1,12,13,17,15,11,7
"18",3,8,10,3,17,14,6,3,14,17,10,10,2,11,19,1
"19",7,16,12,16,18,7,17,14,13,2,11,18,4,6,14,13
