"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",8,11,3,1,23,14,15,10,4,13,23,23,12
"2",22,19,4,12,8,9,16,17,22,7,20,3,14
"3",6,12,20,10,4,3,2,11,10,4,21,8,3
"4",12,14,12,19,11,18,18,5,3,1,4,1,6
"5",10,10,11,6,2,13,6,19,21,2,8,22,19
"6",18,8,7,8,19,2,21,2,7,5,9,11,17
"7",15,13,13,18,12,4,23,23,13,19,22,18,20
"8",20,21,10,14,1,12,20,8,9,22,11,21,4
"9",2,7,9,5,15,10,11,20,8,23,16,2,5
"10",19,17,22,7,20,15,13,22,15,12,1,10,2
"11",14,20,23,4,9,8,10,4,1,11,15,16,21
"12",23,5,18,22,16,21,9,13,12,3,17,20,13
"13",7,1,21,16,18,11,19,9,20,10,12,4,23
"14",1,18,6,15,17,7,4,7,14,8,2,19,10
"15",17,2,5,17,5,16,3,21,2,9,14,12,9
"16",16,15,2,9,14,22,1,12,11,20,6,5,22
"17",3,16,8,20,3,20,12,1,16,15,18,9,18
"18",4,4,19,11,7,19,17,16,6,18,3,17,16
"19",11,6,1,23,10,1,14,14,19,14,7,15,1
"20",13,9,17,13,21,17,5,3,23,21,19,14,7
"21",21,3,14,2,6,6,8,6,17,17,5,6,11
"22",5,23,15,3,13,23,22,15,18,6,13,13,8
"23",9,22,16,21,22,5,7,18,5,16,10,7,15
