"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",1,20,20,1,11,3,12,20,10,11,5,1,7,6,11,10,11,20,6
"2",4,10,7,3,1,7,6,2,17,8,9,15,11,5,19,14,4,8,19
"3",8,2,15,16,14,1,17,3,11,7,2,7,14,17,15,3,14,10,15
"4",20,3,9,7,19,8,9,13,18,12,11,5,17,4,2,18,15,16,14
"5",19,7,18,20,2,9,10,10,5,2,6,14,9,1,9,13,18,5,5
"6",6,17,6,15,17,10,18,7,1,10,13,19,2,10,12,16,16,17,18
"7",7,5,16,11,7,6,7,16,4,15,14,6,3,18,6,15,6,2,16
"8",5,14,11,4,6,16,19,8,13,6,18,4,16,15,8,17,17,3,7
"9",11,1,2,12,8,17,2,6,15,1,10,2,1,13,13,11,9,18,4
"10",9,12,3,6,20,13,4,17,8,3,1,18,10,16,1,8,12,4,13
"11",18,18,10,18,15,4,8,15,14,4,19,11,12,19,20,12,2,15,9
"12",13,15,8,8,5,5,11,5,20,18,8,13,4,20,4,2,19,12,8
"13",2,6,14,14,16,14,16,14,19,9,16,16,6,7,3,5,5,9,3
"14",14,11,17,5,9,20,13,11,3,5,12,12,20,12,7,1,3,19,20
"15",12,19,5,19,10,15,15,12,16,19,7,3,13,2,10,7,7,1,17
"16",16,13,19,9,18,19,5,4,9,13,20,8,5,3,18,6,13,6,11
"17",10,16,13,13,13,12,1,1,6,16,3,9,18,9,5,20,1,11,2
"18",3,9,1,17,4,11,3,19,7,14,15,10,19,8,16,4,20,13,10
"19",17,8,12,10,3,18,20,18,12,17,4,20,8,14,17,19,8,14,12
"20",15,4,4,2,12,2,14,9,2,20,17,17,15,11,14,9,10,7,1
