"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",10,13,14,10,4,16,13,14,15,4,13,18,16
"2",2,11,1,9,9,5,7,10,16,2,11,1,1
"3",18,1,2,18,8,18,5,13,8,9,10,6,11
"4",16,10,13,8,13,14,6,9,1,18,7,17,2
"5",15,6,6,12,16,6,9,7,12,1,1,15,15
"6",4,9,10,14,5,13,1,1,17,15,5,10,14
"7",12,14,9,3,14,11,2,6,5,5,15,4,17
"8",11,15,7,13,2,12,12,15,4,12,2,3,4
"9",1,12,17,17,18,7,14,12,2,8,9,8,13
"10",6,3,16,11,15,15,11,5,13,11,18,5,5
"11",3,5,4,5,1,8,10,8,3,13,16,16,12
"12",8,16,8,15,12,3,4,18,11,16,17,14,9
"13",17,18,18,4,3,4,8,4,14,10,8,7,10
"14",9,2,12,7,10,1,18,11,10,17,6,2,18
"15",5,17,3,6,11,17,17,3,9,7,4,13,8
"16",7,4,15,2,7,9,3,17,7,3,3,11,6
"17",14,8,5,1,17,10,16,16,18,14,12,9,7
"18",13,7,11,16,6,2,15,2,6,6,14,12,3
