"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",24,5,10,16,2,9,2,5,17,2,17,11,23,9,19,17
"2",16,25,11,6,26,16,3,16,1,25,16,12,17,22,24,15
"3",20,23,21,13,24,8,22,2,20,13,11,10,4,7,22,6
"4",5,26,12,23,7,15,25,17,23,4,14,13,10,5,7,24
"5",17,18,26,25,22,4,14,13,15,5,8,16,26,23,15,25
"6",13,3,7,21,9,21,15,14,14,26,9,15,1,2,25,2
"7",2,19,25,7,1,6,13,24,16,24,18,5,7,10,12,13
"8",3,7,23,11,3,14,24,12,3,9,3,21,18,16,23,10
"9",4,2,13,1,14,3,7,1,10,10,15,14,9,26,8,5
"10",21,1,22,14,16,18,11,26,2,14,12,7,21,1,9,22
"11",26,24,20,10,13,26,16,15,8,1,19,18,14,14,1,1
"12",1,10,4,26,25,25,10,3,19,15,13,26,16,11,10,14
"13",12,6,15,5,21,20,17,9,25,7,25,2,19,3,14,9
"14",23,12,1,2,19,12,26,10,11,23,22,17,8,12,16,26
"15",10,8,8,19,23,7,20,21,5,6,20,8,3,17,4,16
"16",18,13,9,3,4,24,23,20,18,17,10,9,25,19,6,7
"17",15,9,24,12,8,17,4,8,22,18,23,19,2,18,3,21
"18",9,16,18,4,18,22,5,22,12,3,6,23,5,8,18,19
"19",25,4,16,17,17,10,19,23,24,21,4,24,11,24,11,12
"20",6,22,2,15,15,13,12,25,21,11,24,20,24,20,20,4
"21",11,21,6,8,10,5,18,6,7,19,7,22,22,4,5,18
"22",19,14,14,24,5,2,6,19,4,16,26,25,12,6,17,8
"23",14,11,5,9,12,1,8,18,26,12,1,1,13,15,26,23
"24",8,15,19,22,11,23,21,4,9,20,21,6,15,25,21,20
"25",22,20,3,18,6,19,9,7,6,8,5,4,6,21,13,11
"26",7,17,17,20,20,11,1,11,13,22,2,3,20,13,2,3
