"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",9,16,19,11,9,18,12,22,9,10,20,23,16,9,23,2,20,12,20,4,4,20
"2",11,2,3,1,20,5,11,17,5,13,18,20,12,21,7,8,18,20,17,21,16,14
"3",21,21,7,5,18,17,10,7,8,14,10,19,15,5,13,23,1,21,9,11,3,4
"4",22,14,10,17,8,9,15,6,12,23,17,13,9,17,8,1,3,2,11,23,1,22
"5",14,5,12,15,2,22,7,9,7,19,2,21,2,7,2,10,21,4,12,8,13,5
"6",8,20,6,10,10,6,14,8,10,3,6,10,10,11,19,17,22,6,22,22,23,1
"7",12,3,20,19,19,8,17,11,21,9,11,1,14,4,15,7,19,8,3,16,2,3
"8",15,18,9,7,1,3,2,16,20,20,15,5,6,3,16,15,17,18,14,14,7,18
"9",17,22,18,6,17,10,20,14,4,16,3,2,5,12,5,4,8,10,13,2,21,15
"10",19,7,16,21,7,7,1,21,6,12,5,14,17,10,21,13,4,14,2,19,20,16
"11",6,15,14,20,21,16,22,2,19,15,23,18,1,8,17,14,6,13,18,17,17,13
"12",18,12,17,3,6,21,21,23,14,2,19,12,4,13,6,18,15,16,5,20,8,7
"13",16,19,22,22,22,1,6,13,16,4,14,22,21,14,3,16,11,1,15,10,11,10
"14",10,13,23,9,14,11,5,4,23,11,9,15,7,23,9,21,23,15,4,5,18,23
"15",4,9,11,18,16,12,3,18,15,1,4,9,3,22,12,5,2,17,19,9,5,6
"16",5,6,21,8,3,15,8,5,2,17,13,3,18,18,10,19,7,9,21,18,6,11
"17",13,17,2,23,4,13,9,3,3,6,22,4,11,16,18,9,13,22,6,1,12,8
"18",2,8,4,13,12,2,23,19,1,7,12,16,8,2,11,20,9,3,8,3,9,17
"19",23,1,13,12,13,14,18,1,13,5,7,8,22,1,1,11,14,23,23,12,15,21
"20",3,10,15,2,5,4,19,10,17,22,8,17,20,15,20,6,10,19,10,7,14,2
"21",7,11,5,4,11,20,4,12,22,8,21,7,19,6,4,3,5,5,7,13,22,12
"22",1,23,1,14,23,23,13,15,11,18,1,11,23,19,14,12,16,11,1,15,10,19
"23",20,4,8,16,15,19,16,20,18,21,16,6,13,20,22,22,12,7,16,6,19,9
