"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",18,20,5,20,10,9,17,10,20,15,19
"2",5,17,8,11,4,21,20,16,16,10,3
"3",15,5,12,12,5,15,1,7,22,8,20
"4",3,21,13,1,17,14,18,8,8,17,8
"5",12,9,11,22,7,5,10,22,6,22,4
"6",13,12,14,6,22,8,16,21,21,5,5
"7",17,2,7,8,2,6,15,4,11,16,6
"8",9,13,17,15,3,17,14,6,1,20,17
"9",22,16,21,16,18,12,7,3,14,12,2
"10",4,22,15,19,1,7,5,13,12,4,12
"11",1,10,18,3,8,3,11,2,19,11,15
"12",6,6,4,5,11,11,4,9,2,7,1
"13",11,18,9,10,20,4,9,5,5,3,21
"14",16,19,19,7,9,19,3,19,4,14,10
"15",20,4,16,14,16,1,19,14,3,9,13
"16",2,3,6,17,19,16,8,20,9,13,18
"17",14,11,1,18,13,20,21,1,7,6,11
"18",21,14,3,2,6,13,13,18,10,2,16
"19",10,1,20,21,14,18,12,11,17,1,7
"20",8,15,2,13,15,2,2,15,18,19,9
"21",19,8,10,4,21,22,6,12,15,21,14
"22",7,7,22,9,12,10,22,17,13,18,22
