"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",26,4,10,13,11,17,24,27,11,14,1,17,9,25,11,4,27,13,24,22
"2",7,16,13,10,19,4,5,19,7,6,11,25,4,24,23,21,22,6,18,8
"3",9,11,6,6,1,3,2,26,14,20,13,5,23,2,18,7,12,10,22,13
"4",23,22,2,25,9,7,20,23,3,17,16,11,11,19,19,19,2,22,15,5
"5",12,17,7,20,16,20,16,5,4,8,15,26,26,13,27,2,9,17,25,26
"6",5,10,14,9,3,13,13,1,27,7,19,15,10,26,14,3,3,25,10,1
"7",24,23,20,11,12,23,4,20,19,9,4,22,19,7,20,10,8,23,6,9
"8",27,19,24,17,15,1,14,4,15,27,12,18,27,27,8,27,10,9,9,15
"9",17,7,17,22,5,19,10,11,24,15,6,3,24,17,26,22,23,3,14,4
"10",3,6,4,23,17,24,17,18,25,26,14,19,8,4,17,24,21,20,7,14
"11",19,8,19,16,18,6,21,17,16,13,23,7,1,5,25,5,6,1,8,20
"12",25,13,15,8,20,21,15,13,1,5,18,4,17,3,2,26,26,24,17,16
"13",2,9,21,3,8,22,19,14,2,22,7,24,15,18,4,12,4,2,16,17
"14",14,15,8,4,21,10,26,8,17,23,2,1,16,22,24,13,17,26,3,19
"15",22,26,5,7,25,15,9,10,26,18,9,16,7,9,13,20,5,5,20,25
"16",10,21,26,1,7,16,25,25,21,3,20,13,12,14,21,25,18,11,11,27
"17",6,18,12,18,24,26,23,21,20,12,26,6,22,23,9,16,7,8,23,10
"18",1,27,22,24,26,12,1,12,10,16,21,14,21,20,16,6,25,21,13,21
"19",13,25,9,12,2,14,22,2,6,19,25,20,18,6,12,15,24,4,2,7
"20",21,3,1,2,22,5,12,16,22,11,22,23,25,15,5,8,19,15,12,6
"21",16,5,27,27,27,11,27,7,12,1,8,21,14,1,15,14,11,12,19,3
"22",4,1,11,15,13,8,7,15,8,4,3,9,20,10,10,23,1,16,1,24
"23",11,20,25,14,23,18,11,24,5,25,10,2,5,12,7,1,15,14,5,2
"24",15,12,18,21,4,9,8,22,18,24,27,27,13,11,1,18,16,27,21,23
"25",20,2,23,5,14,27,6,3,9,21,24,10,6,16,22,17,13,18,26,11
"26",18,14,3,26,6,25,3,9,13,2,17,12,3,21,3,9,14,7,4,18
"27",8,24,16,19,10,2,18,6,23,10,5,8,2,8,6,11,20,19,27,12
