"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",16,9,7,1,10,24,24,17,21,14,21,11,16,19,15,23,13,24,11,23
"2",12,2,11,15,2,6,15,23,10,20,18,19,18,23,8,2,15,7,21,18
"3",13,21,19,4,11,21,5,3,11,8,22,5,7,10,9,1,17,16,22,17
"4",5,16,20,5,12,15,23,19,4,12,6,23,5,22,1,12,22,14,14,6
"5",3,18,4,19,18,20,19,6,18,9,11,20,17,5,19,4,19,8,12,19
"6",19,7,2,8,3,10,18,14,15,2,12,9,3,7,10,9,21,1,6,4
"7",17,13,21,20,20,3,22,10,22,13,17,3,9,18,3,5,4,9,5,13
"8",22,5,22,6,19,14,6,21,20,3,16,22,19,6,16,10,7,15,17,14
"9",20,4,18,21,5,17,20,9,8,11,3,4,20,12,23,20,20,12,19,10
"10",14,8,12,23,21,23,7,20,13,22,1,14,8,13,12,3,16,20,1,1
"11",15,19,5,2,7,8,8,8,6,7,2,16,22,21,14,6,2,11,4,12
"12",21,17,13,9,24,5,1,16,1,16,10,7,15,15,20,11,24,5,9,22
"13",7,22,23,11,9,19,13,22,17,18,7,6,23,8,7,18,11,3,2,15
"14",24,24,17,17,4,12,17,2,14,24,14,24,2,16,17,14,9,19,8,16
"15",23,15,6,22,6,22,3,15,5,15,20,17,11,2,5,16,6,6,13,9
"16",2,12,9,7,17,11,21,11,3,23,15,1,24,4,11,7,10,21,20,8
"17",9,6,16,3,13,2,12,7,9,17,23,21,10,3,22,21,14,10,3,3
"18",4,11,15,18,8,7,2,5,19,4,19,12,21,17,6,15,23,22,10,5
"19",6,14,14,14,1,4,11,18,16,10,4,10,6,1,24,8,3,23,16,20
"20",1,10,24,24,16,9,9,13,7,6,13,15,1,14,13,24,12,2,24,24
"21",18,20,1,12,15,1,10,12,24,21,5,18,14,11,2,22,18,18,23,11
"22",11,1,10,13,23,16,16,1,2,1,8,13,12,9,4,19,1,17,7,21
"23",10,23,3,16,22,13,14,24,12,5,24,2,13,24,21,17,8,13,15,2
"24",8,3,8,10,14,18,4,4,23,19,9,8,4,20,18,13,5,4,18,7
