"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,18,3,13,18,16,17,1,17,28
"2",22,4,16,12,2,1,20,15,22,23
"3",5,3,10,11,25,25,13,18,8,5
"4",23,7,12,20,17,11,3,2,12,2
"5",28,14,15,1,21,27,8,11,11,24
"6",26,12,4,5,6,15,15,20,1,7
"7",6,23,23,4,10,24,21,21,13,22
"8",2,9,14,25,4,10,28,22,15,11
"9",19,20,19,8,24,20,27,4,6,10
"10",14,28,2,6,28,9,5,17,14,16
"11",20,22,5,15,5,26,1,13,21,12
"12",13,17,17,28,15,28,22,16,25,1
"13",16,13,9,26,26,5,14,5,26,21
"14",25,10,24,22,27,23,18,23,19,15
"15",11,27,13,21,3,22,12,6,3,20
"16",7,15,8,2,9,7,24,8,20,4
"17",4,24,22,23,23,14,7,12,23,8
"18",21,19,20,27,8,8,9,19,7,27
"19",24,25,11,10,16,13,26,27,27,19
"20",12,6,27,16,22,12,25,14,2,26
"21",3,11,21,9,14,3,2,10,4,18
"22",27,26,26,17,12,4,16,7,16,6
"23",9,21,6,19,20,2,19,26,5,13
"24",15,16,28,14,1,17,6,28,10,3
"25",10,5,25,7,7,18,11,3,28,14
"26",17,1,18,3,19,6,10,25,18,9
"27",18,2,1,24,11,19,23,9,9,17
"28",8,8,7,18,13,21,4,24,24,25
