"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",20,10,22,9,2,19,23,20,26,24,9,10
"2",15,27,3,10,11,1,10,21,16,26,26,12
"3",17,14,11,3,28,25,16,23,22,8,22,3
"4",2,15,23,21,27,2,15,16,10,25,11,27
"5",7,17,18,23,13,12,28,24,17,1,1,11
"6",26,13,26,6,16,4,26,7,8,17,20,7
"7",14,28,15,5,22,21,24,3,15,5,10,25
"8",13,6,16,24,3,8,6,26,12,19,18,1
"9",16,2,24,26,10,26,21,10,4,13,16,23
"10",27,26,10,28,8,18,14,19,7,7,12,6
"11",11,21,19,2,4,10,19,17,1,11,27,18
"12",23,20,17,11,24,27,5,25,5,18,7,16
"13",25,3,2,14,15,5,20,27,13,10,6,21
"14",12,12,5,27,17,23,7,18,28,16,5,26
"15",8,22,21,22,14,24,2,4,14,22,24,8
"16",5,9,13,19,9,3,17,2,27,6,23,17
"17",28,8,14,1,12,13,1,12,20,28,15,24
"18",24,5,28,20,20,20,11,15,18,3,28,13
"19",21,16,7,13,1,16,8,6,9,2,21,28
"20",6,11,4,8,21,7,3,14,3,4,13,9
"21",22,23,6,25,25,9,22,9,24,20,19,15
"22",1,19,1,15,5,28,25,13,19,14,14,4
"23",19,18,12,18,19,14,18,1,2,27,4,2
"24",18,24,25,17,6,6,4,11,21,9,3,19
"25",10,1,20,12,26,11,9,5,23,12,8,5
"26",3,25,27,7,18,15,12,28,25,15,17,22
"27",4,4,8,4,7,22,13,8,11,21,2,14
"28",9,7,9,16,23,17,27,22,6,23,25,20
