"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",10,11,8,1,12,1,18,10,1,8,4,6,13,7,18,17,22,2
"2",11,15,24,22,25,23,10,21,4,3,9,11,9,17,5,18,21,20
"3",6,20,4,4,22,17,19,16,21,20,12,12,4,1,1,24,13,12
"4",22,18,16,20,7,12,16,3,11,19,6,1,1,2,15,6,20,19
"5",19,14,1,26,15,15,14,19,14,26,1,18,14,26,8,9,1,1
"6",25,5,25,6,4,4,12,14,10,22,11,13,8,16,21,22,3,22
"7",16,23,13,3,8,20,5,25,7,12,7,23,5,21,24,7,12,10
"8",8,6,9,23,13,21,3,11,25,7,13,16,6,5,14,4,2,24
"9",17,8,19,5,21,10,4,4,24,15,5,3,20,22,4,13,8,16
"10",20,13,26,2,17,16,17,15,13,9,26,25,26,8,9,5,17,26
"11",18,4,5,19,23,9,22,24,5,14,14,22,21,3,20,16,7,18
"12",9,16,23,13,9,22,8,23,17,18,20,4,23,4,17,19,4,3
"13",24,12,12,12,24,7,23,22,26,17,19,14,7,19,13,2,25,4
"14",23,17,2,7,1,25,13,1,23,2,15,17,22,15,19,12,19,13
"15",7,19,22,21,3,6,21,9,6,11,16,15,19,18,2,3,5,9
"16",14,24,7,11,14,24,24,6,3,24,23,5,10,20,11,14,9,25
"17",15,7,14,25,5,18,20,17,20,10,21,7,17,25,25,23,24,17
"18",4,3,11,14,26,19,11,5,9,21,10,9,25,14,26,1,16,8
"19",3,10,17,9,19,13,15,2,12,4,22,24,2,24,16,20,6,6
"20",5,21,6,17,11,5,7,12,16,16,8,26,24,23,12,21,23,23
"21",12,2,3,15,6,3,9,26,15,6,25,2,3,13,3,10,14,14
"22",13,22,21,24,20,2,6,7,22,23,24,19,12,9,23,15,18,11
"23",21,1,20,16,10,26,25,8,18,13,3,21,11,11,6,25,15,7
"24",1,9,15,8,2,14,2,18,2,25,17,20,15,6,7,11,26,15
"25",26,26,10,18,18,11,1,13,8,1,18,8,18,10,10,26,11,5
"26",2,25,18,10,16,8,26,20,19,5,2,10,16,12,22,8,10,21
