"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",3,16,18,11,9,5,9,1,17,4,16,19,2,15,7,3,11,9,3
"2",10,17,4,9,11,14,13,20,6,21,18,21,15,20,17,14,18,18,1
"3",12,2,13,2,18,2,20,15,1,8,7,17,10,13,13,5,3,17,5
"4",20,20,17,17,7,17,16,5,13,7,8,20,19,1,16,10,6,19,12
"5",8,9,3,21,8,11,17,4,7,16,2,16,6,16,3,15,4,10,20
"6",15,15,16,3,4,19,7,11,8,13,3,3,5,17,14,2,20,15,17
"7",2,10,22,14,5,4,22,22,10,11,11,10,22,21,18,9,13,4,16
"8",6,6,5,20,10,7,3,16,15,3,5,7,8,4,15,12,19,22,9
"9",9,22,1,18,21,12,12,13,9,9,21,8,4,8,21,1,9,2,13
"10",1,14,6,7,20,20,6,18,19,15,1,15,21,9,9,7,7,13,10
"11",7,19,14,4,13,9,4,12,3,5,9,18,17,5,5,18,17,3,19
"12",17,8,21,15,12,18,5,19,5,19,13,9,7,3,6,11,2,6,2
"13",19,1,15,22,15,10,2,14,20,14,22,22,12,18,12,8,14,11,22
"14",5,4,12,19,2,21,11,10,4,6,20,2,18,14,10,20,8,14,6
"15",13,5,2,5,3,15,21,8,16,12,17,13,13,2,4,6,21,5,8
"16",22,13,11,12,22,22,19,17,12,1,10,11,1,22,1,21,16,12,11
"17",11,21,19,16,19,8,18,9,21,17,4,1,14,12,11,16,22,8,4
"18",21,11,8,13,16,6,10,3,2,18,15,5,20,10,2,4,15,21,15
"19",14,7,7,1,14,13,8,2,22,2,12,6,16,19,20,13,1,7,14
"20",18,12,9,10,1,1,1,6,11,22,6,14,11,11,22,22,10,1,7
"21",4,3,20,6,17,16,14,7,14,20,14,12,3,7,19,19,12,20,18
"22",16,18,10,8,6,3,15,21,18,10,19,4,9,6,8,17,5,16,21
