"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",12,10,3,26,25,2,8,18,1,5,7,25,9,15,20,11,14
"2",4,25,27,12,10,7,14,16,23,20,25,22,4,25,27,13,12
"3",26,9,1,9,1,15,19,1,14,19,12,19,1,20,10,27,17
"4",11,28,5,3,4,22,11,13,20,13,5,28,28,9,14,19,11
"5",22,22,11,25,8,5,20,4,24,4,22,11,26,17,16,14,26
"6",1,21,15,10,28,1,15,14,10,22,14,1,17,7,17,28,28
"7",24,3,19,7,17,3,4,9,27,16,18,18,10,10,19,23,2
"8",18,11,2,11,22,23,1,17,22,23,23,9,24,16,2,12,6
"9",7,23,18,6,13,24,25,3,2,25,8,10,8,14,12,10,5
"10",16,26,22,28,20,14,28,19,21,17,1,16,11,11,1,22,23
"11",20,17,7,20,7,9,21,24,19,27,9,5,6,5,23,17,7
"12",27,14,24,5,26,17,24,15,25,11,6,3,21,19,24,6,15
"13",15,16,14,2,27,10,26,8,12,3,27,27,12,24,6,18,8
"14",28,20,16,21,11,18,9,28,3,21,26,24,19,13,5,24,16
"15",3,19,9,22,16,16,3,5,13,8,3,14,20,23,25,25,4
"16",2,4,8,18,14,20,22,10,26,9,16,23,7,6,4,8,22
"17",8,8,4,8,15,13,27,22,4,12,24,12,23,3,26,20,20
"18",14,7,13,27,5,28,13,7,11,18,28,2,13,12,28,1,13
"19",19,5,21,17,18,25,18,11,7,26,10,26,25,26,22,16,24
"20",21,6,28,13,9,8,12,6,6,6,4,7,18,4,3,15,10
"21",5,12,20,19,2,4,23,23,8,15,15,17,27,21,7,5,3
"22",13,1,10,1,12,6,10,27,17,24,2,13,15,22,13,2,25
"23",6,13,17,15,6,27,7,21,28,2,11,4,14,28,9,21,19
"24",10,2,26,24,23,21,17,26,16,10,21,8,2,18,15,26,9
"25",17,18,23,4,3,19,2,20,9,7,20,15,5,8,21,9,27
"26",9,15,25,23,24,12,6,2,18,28,19,20,22,2,11,7,18
"27",23,27,6,16,19,11,5,12,5,14,17,6,3,27,8,4,21
"28",25,24,12,14,21,26,16,25,15,1,13,21,16,1,18,3,1
