"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",18,10,8,18,11,9,8,6,2,18,1,12,14,7,18
"2",9,5,17,11,16,1,5,1,6,13,8,1,8,15,11
"3",12,2,6,7,7,13,4,15,11,14,17,2,15,4,12
"4",8,4,13,14,1,14,16,4,10,9,9,16,1,3,14
"5",10,17,3,12,2,2,7,12,5,4,18,13,9,12,15
"6",11,15,1,8,18,17,10,2,15,11,7,17,17,11,10
"7",5,18,12,1,3,4,11,8,8,10,3,5,16,2,8
"8",16,16,11,16,17,12,6,11,12,1,10,6,4,1,7
"9",3,6,5,3,10,8,2,7,16,2,4,9,2,10,16
"10",14,7,15,2,6,16,3,9,4,5,11,14,13,17,6
"11",17,11,9,6,4,7,14,3,14,17,16,8,3,14,5
"12",6,8,2,9,12,11,17,5,1,3,13,3,11,5,2
"13",13,13,18,10,8,10,18,18,17,7,6,4,12,13,17
"14",15,3,7,5,15,3,15,16,7,8,5,15,7,8,4
"15",2,14,16,4,14,15,12,14,3,16,14,10,5,9,13
"16",1,1,10,17,13,6,13,10,13,6,15,11,18,18,9
"17",4,9,4,15,5,18,9,17,9,12,2,7,6,16,3
"18",7,12,14,13,9,5,1,13,18,15,12,18,10,6,1
