"","V1","V2","V3","V4"
"1",14,15,7,1
"2",16,3,2,10
"3",1,13,11,9
"4",19,5,19,16
"5",12,1,16,8
"6",18,19,8,17
"7",8,11,1,15
"8",17,12,18,3
"9",7,2,9,18
"10",9,18,20,7
"11",6,10,21,12
"12",5,20,3,5
"13",21,17,12,11
"14",13,21,15,14
"15",3,16,17,19
"16",20,9,5,6
"17",11,14,4,20
"18",15,8,13,21
"19",10,7,10,4
"20",2,6,6,13
"21",4,4,14,2
