"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",13,26,9,3,17,22,12,4,15,12,17,8,28,24,7,2,4,8,4,10,5
"2",12,14,26,18,1,19,28,23,27,28,6,14,10,17,15,1,22,26,9,2,8
"3",1,10,25,20,19,14,14,30,2,7,11,9,21,1,2,11,13,14,15,30,2
"4",20,3,13,12,21,12,3,18,25,21,18,7,3,28,4,3,28,18,16,28,23
"5",24,12,5,7,3,18,27,13,28,3,29,15,14,3,8,13,6,10,24,22,20
"6",11,5,2,15,8,1,17,14,8,26,9,19,17,19,1,28,11,1,8,8,25
"7",17,27,19,25,7,27,18,6,19,25,10,3,24,4,3,21,27,22,20,21,14
"8",4,11,10,4,6,23,7,3,9,18,13,27,6,2,24,7,18,21,13,9,21
"9",10,6,18,9,13,4,20,5,20,8,4,23,7,21,18,10,25,4,29,20,4
"10",28,1,20,5,12,30,4,20,4,9,3,11,15,14,13,19,2,23,2,17,13
"11",5,15,7,22,26,24,5,9,6,29,27,13,11,18,10,20,21,6,26,24,9
"12",14,7,27,10,22,20,2,19,14,5,19,26,25,5,16,27,29,9,23,1,12
"13",2,28,1,11,29,28,16,24,30,11,1,16,13,29,29,22,14,16,22,15,15
"14",7,24,16,26,11,8,10,27,18,4,28,25,12,23,5,17,24,20,3,4,19
"15",23,9,30,8,28,17,15,7,16,27,30,22,20,22,30,16,15,30,5,29,17
"16",29,16,22,28,30,6,8,10,29,15,2,20,30,11,9,8,19,5,11,13,18
"17",8,18,23,2,4,9,25,22,10,16,22,4,27,27,22,23,20,7,12,23,22
"18",21,19,14,1,27,5,26,26,13,19,12,24,2,6,6,24,9,27,19,16,7
"19",25,23,8,6,16,10,9,28,17,30,5,10,22,10,25,14,23,13,27,5,26
"20",26,8,12,27,10,21,13,25,21,17,24,5,5,9,27,26,16,2,7,14,3
"21",15,25,28,30,2,3,1,17,1,23,16,17,1,16,28,12,3,12,21,19,16
"22",27,30,11,19,18,15,30,2,7,10,14,18,9,15,17,30,30,15,1,25,30
"23",22,13,24,24,24,26,23,8,12,1,7,6,4,26,20,15,10,11,18,3,24
"24",18,20,3,16,25,2,19,15,3,2,26,2,16,8,23,4,26,24,10,12,10
"25",9,22,17,17,23,29,21,21,22,24,15,29,18,7,19,5,5,3,6,26,27
"26",19,17,6,21,5,11,6,12,23,6,8,28,23,25,21,25,8,25,14,27,6
"27",3,21,29,14,15,13,11,11,24,14,21,1,8,12,12,29,7,29,30,11,29
"28",16,4,4,29,14,25,24,29,11,13,20,21,29,20,14,6,17,28,28,18,28
"29",6,2,15,23,20,7,29,1,26,20,23,12,26,13,26,18,1,19,17,6,11
"30",30,29,21,13,9,16,22,16,5,22,25,30,19,30,11,9,12,17,25,7,1
