"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",5,11,10,2,1,12,18,15,18
"2",2,1,5,12,5,5,7,10,15
"3",16,19,16,18,2,11,3,13,7
"4",1,21,12,8,15,6,12,17,5
"5",17,3,11,19,16,21,11,7,16
"6",3,8,20,6,13,19,2,12,13
"7",19,14,21,11,4,4,14,3,12
"8",13,20,6,9,10,15,4,2,20
"9",9,6,2,7,3,18,13,5,6
"10",15,18,4,5,17,1,19,11,11
"11",6,5,15,16,12,8,21,1,9
"12",12,17,13,13,6,20,20,21,14
"13",20,9,1,15,14,10,15,14,21
"14",8,16,17,3,21,9,8,6,17
"15",21,12,14,1,11,17,9,9,1
"16",7,13,3,17,20,16,6,19,10
"17",10,7,18,20,9,2,10,18,19
"18",14,2,19,10,19,14,17,16,4
"19",18,4,8,4,7,7,5,20,8
"20",4,15,7,21,8,13,16,8,2
"21",11,10,9,14,18,3,1,4,3
