"","V1","V2","V3","V4","V5","V6","V7"
"1",20,15,21,23,19,20,19
"2",17,12,16,6,15,25,1
"3",24,20,23,15,13,5,4
"4",16,19,1,22,17,16,6
"5",13,3,15,24,6,8,3
"6",10,1,12,16,14,24,25
"7",11,13,10,2,2,3,7
"8",1,14,9,25,12,15,17
"9",2,4,3,13,16,4,13
"10",9,24,13,20,22,2,10
"11",6,22,7,8,10,12,2
"12",15,2,24,3,21,14,12
"13",14,25,19,14,1,13,21
"14",25,11,11,12,25,11,22
"15",4,18,17,4,18,7,23
"16",7,10,25,21,9,10,15
"17",5,7,18,17,24,18,5
"18",8,8,2,5,7,19,20
"19",22,23,14,1,8,17,14
"20",21,9,5,7,20,9,8
"21",12,21,6,10,23,23,16
"22",23,5,8,19,3,21,11
"23",3,17,22,11,4,22,9
"24",19,6,20,9,11,1,18
"25",18,16,4,18,5,6,24
