"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",19,24,5,3,4,19,15,21,14,27,29,12
"2",27,21,24,1,23,11,13,28,19,11,11,9
"3",7,18,19,11,11,1,11,3,17,28,20,1
"4",10,7,8,7,24,22,10,23,5,8,13,3
"5",12,3,25,21,20,4,19,5,6,13,28,13
"6",3,25,10,23,18,9,1,18,16,4,6,11
"7",11,29,14,14,21,29,29,14,21,16,27,4
"8",16,20,3,25,29,17,23,7,11,6,21,7
"9",6,13,7,28,7,6,28,17,2,10,16,21
"10",21,1,13,26,22,20,12,13,12,29,8,27
"11",9,14,21,17,25,18,14,1,24,1,1,20
"12",18,23,26,24,2,8,22,11,20,20,12,25
"13",24,15,6,20,26,2,7,22,22,15,26,23
"14",1,4,16,18,1,13,8,29,10,19,24,16
"15",22,2,12,12,3,10,20,15,29,2,17,5
"16",25,26,11,8,19,14,25,2,4,25,14,19
"17",26,27,17,27,9,23,9,6,26,9,19,14
"18",14,9,28,29,16,16,3,24,25,26,15,6
"19",8,19,2,19,13,24,21,27,28,24,9,17
"20",17,6,18,6,28,5,27,19,23,23,5,15
"21",28,8,22,16,15,25,26,26,15,5,22,26
"22",15,5,4,9,5,28,4,4,18,12,10,22
"23",5,22,23,13,27,26,5,16,7,22,18,24
"24",20,17,27,5,12,15,2,12,1,3,25,18
"25",4,10,9,2,17,12,17,8,27,18,23,29
"26",23,16,20,22,6,27,18,20,3,17,4,2
"27",29,11,1,15,14,7,6,10,8,21,2,8
"28",13,28,15,10,10,3,16,25,9,7,3,28
"29",2,12,29,4,8,21,24,9,13,14,7,10
