"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",13,8,15,24,20,1,8,24,2,17,9,4,20,16
"2",7,20,17,7,21,8,9,3,16,7,22,18,26,8
"3",16,17,6,6,9,5,1,17,5,26,24,12,10,9
"4",8,15,5,1,25,18,19,14,17,20,7,3,19,6
"5",3,11,11,12,8,24,2,5,23,13,3,20,21,17
"6",23,26,2,13,19,23,6,26,22,10,14,6,12,14
"7",26,13,20,2,13,26,14,13,1,12,25,17,18,26
"8",4,1,26,14,2,6,18,7,14,18,26,7,13,15
"9",20,10,14,11,16,3,15,11,24,1,19,1,5,3
"10",5,5,21,4,24,16,3,16,10,6,13,10,2,19
"11",9,23,7,17,5,14,10,6,3,3,16,2,17,22
"12",12,4,22,5,7,13,11,25,25,22,15,23,16,4
"13",19,24,24,20,12,17,4,9,12,19,6,11,24,2
"14",22,22,12,15,23,11,20,20,9,23,20,26,22,18
"15",14,25,10,3,10,2,25,8,19,16,10,19,3,20
"16",2,19,18,18,15,10,13,19,21,25,2,8,7,25
"17",10,18,25,10,17,20,21,21,4,2,4,21,11,11
"18",6,21,13,25,3,25,16,23,11,15,18,15,1,5
"19",24,14,19,23,1,7,5,15,18,4,8,25,9,13
"20",25,2,8,16,22,12,12,4,6,14,1,16,4,7
"21",11,7,4,22,18,21,7,10,15,21,21,22,6,23
"22",15,3,9,21,11,19,26,18,20,5,23,9,23,10
"23",1,12,1,19,14,4,23,12,7,9,12,24,15,1
"24",18,6,3,8,4,9,17,22,13,8,5,14,25,24
"25",17,16,23,26,26,15,22,1,26,11,17,13,14,21
"26",21,9,16,9,6,22,24,2,8,24,11,5,8,12
