"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",12,11,18,18,10,16,12,15,9,16
"2",18,8,1,2,8,11,7,16,7,5
"3",17,16,14,14,13,5,11,8,2,6
"4",11,18,3,12,9,2,4,5,12,15
"5",3,17,12,11,6,12,17,14,13,3
"6",6,9,17,1,7,1,14,1,10,10
"7",9,13,15,8,18,6,6,18,18,9
"8",15,6,10,10,17,13,18,3,6,14
"9",14,14,7,5,1,15,10,4,16,7
"10",10,4,16,9,5,14,3,6,3,2
"11",13,3,6,6,15,3,13,13,11,1
"12",2,10,5,17,16,9,5,2,8,4
"13",16,7,11,16,4,7,1,11,15,13
"14",5,15,9,3,14,17,2,12,4,12
"15",7,5,2,15,11,18,15,9,17,8
"16",4,2,8,13,2,4,9,17,5,11
"17",8,12,4,7,3,8,16,10,1,18
"18",1,1,13,4,12,10,8,7,14,17
