"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",16,17,5,8,3,17,21,9,4,2,6,5,13,7,5,10,15,15
"2",21,21,20,11,21,8,15,11,19,13,8,8,11,14,21,14,19,20
"3",5,20,10,16,9,4,17,16,14,14,17,2,7,3,3,21,10,10
"4",15,8,15,14,14,18,19,18,15,17,4,17,2,16,7,5,9,16
"5",10,3,3,5,15,3,13,8,9,16,3,13,17,19,2,16,18,9
"6",18,12,8,17,5,13,1,1,12,11,21,12,1,21,10,17,20,13
"7",11,14,17,19,16,9,4,3,6,18,14,4,21,11,4,8,6,19
"8",20,5,4,21,20,14,14,12,1,12,16,19,10,5,9,11,3,5
"9",4,10,13,20,19,21,9,4,16,3,5,14,16,6,16,20,13,11
"10",7,11,9,4,18,16,3,20,2,20,10,1,6,13,20,12,14,8
"11",8,6,18,12,2,15,5,13,18,1,9,9,9,20,1,13,1,7
"12",9,19,7,1,11,19,11,17,11,5,18,20,19,17,12,15,5,21
"13",19,7,1,15,10,2,2,19,13,7,7,6,18,8,18,6,8,12
"14",2,18,6,13,13,10,12,2,10,10,1,7,4,15,14,1,2,1
"15",13,4,11,7,7,20,16,7,20,15,19,3,20,12,15,3,11,3
"16",6,13,16,18,4,5,20,14,5,9,13,18,15,18,17,7,17,6
"17",17,15,19,6,6,11,7,15,8,19,2,15,14,2,13,18,7,2
"18",1,9,2,9,1,7,8,6,21,21,11,21,8,4,11,9,12,18
"19",3,1,21,10,12,12,10,21,7,8,20,10,12,1,8,2,21,14
"20",14,16,12,2,17,1,6,10,17,4,15,16,5,9,6,4,16,4
"21",12,2,14,3,8,6,18,5,3,6,12,11,3,10,19,19,4,17
