"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",10,3,6,13,1,10,18,1,9,12,15,16,1,1
"2",12,15,11,4,4,18,10,6,15,1,2,20,24,16
"3",3,6,14,17,10,1,14,9,2,4,21,22,12,18
"4",1,24,7,14,21,24,12,23,11,13,5,14,17,20
"5",6,5,20,8,11,21,6,16,4,21,7,19,14,5
"6",20,7,3,3,24,2,9,8,17,14,6,10,13,6
"7",4,11,4,6,9,16,24,17,18,8,20,7,20,7
"8",14,13,10,5,20,15,2,3,3,19,22,12,4,21
"9",21,23,16,10,6,23,13,5,12,24,19,1,11,10
"10",22,9,24,11,23,12,21,19,8,11,23,17,22,14
"11",19,12,17,21,8,5,23,18,14,20,4,15,3,19
"12",24,22,5,9,12,9,7,15,20,5,17,18,10,24
"13",7,19,22,2,2,6,17,12,7,17,13,9,18,23
"14",16,2,15,1,14,17,15,24,24,16,14,24,6,11
"15",9,1,8,22,17,8,8,14,13,23,16,2,23,17
"16",5,18,1,18,19,13,22,7,19,22,10,21,9,12
"17",15,4,18,15,16,20,20,2,21,6,9,6,15,22
"18",8,16,21,23,22,19,11,13,16,3,18,11,2,4
"19",13,17,12,16,5,3,4,22,22,18,24,13,16,3
"20",11,20,13,7,18,4,19,21,5,2,8,3,7,9
"21",18,8,2,19,3,22,5,20,6,7,12,8,8,15
"22",17,21,19,20,15,7,3,4,10,9,11,23,21,8
"23",2,10,23,12,7,11,1,10,23,10,3,4,5,13
"24",23,14,9,24,13,14,16,11,1,15,1,5,19,2
